"userid","age","gender","relation_status","hometown","living","perference","total_action","sign_up","last_login","total_visits","total_posts","total_time_spend","total_new_friends","totalfriends","absdistance"
4541,30,"Female","married",1,1,5,32,2013-05-06,"2013-10-04",2,2,3.55047027681651,3,49,0
4542,21,"Male","married",6,1,6,303,2012-01-15,"2013-10-07",15,15,7.39461625352408,5,211,5
4543,23,"Female","engaged",2,3,5,115,2013-01-09,"2013-10-07",12,13,4.78142879537497,2,93,1
4544,20,"Female","married",1,2,3,528,2010-08-23,"2013-10-07",24,27,10.1009724596516,8,376,1
4545,14,"Female","single",3,3,2,151,2013-03-09,"2013-10-06",8,6,6.19469094556072,5,73,0
4546,21,"Male","single",6,6,6,141,2013-04-07,"2013-10-05",5,6,12.2517402441401,4,63,0
4547,11,"Female","married",3,3,2,273,2013-04-08,"2013-10-06",11,15,15.8886402785631,2,61,0
4548,27,"Male","married",3,4,5,62,2013-03-09,"2013-10-06",6,11,1.36475042355373,3,74,1
4549,23,"Female","in a relationship",4,4,5,150,2013-04-09,"2013-10-07",8,6,9.1629785596773,3,62,0
4550,24,"Female","in a relationship",1,1,6,226,2013-02-08,"2013-10-07",10,4,11.8025930551605,7,77,0
4551,44,"Male","married",2,2,5,99,2013-03-10,"2013-10-07",9,11,2.10360817504268,4,72,0
4552,22,"Female","in a relationship",3,3,2,369,2013-01-09,"2013-10-07",20,22,11.5373158080109,5,86,0
4553,35,"Female","married",5,5,4,269,2013-03-10,"2013-10-07",14,11,8.7440261792091,3,70,0
4554,16,"Female","in a relationship",2,2,1,17,2013-03-09,"2013-10-06",3,2,1.25924383174077,1,74,0
4555,22,"Male","in a relationship",1,2,6,163,2012-12-10,"2013-10-07",9,6,11.8416800496042,1,95,1
4556,24,"Male","single",1,1,2,70,2013-05-07,"2013-10-05",7,5,4.91784558745823,1,53,0
4557,28,"Female","married",5,5,4,60,2013-04-09,"2013-10-07",5,3,1.96966779255558,1,56,0
4558,17,"Male","married",6,6,6,317,2013-04-09,"2013-10-07",15,21,11.4427358620104,8,62,0
4559,15,"Female","in a relationship",3,3,3,203,2013-02-08,"2013-10-07",6,3,16.3873526790419,5,77,0
4560,43,"Male","married",2,2,3,371,2013-03-10,"2013-10-07",12,11,23.6422522958857,3,68,0
4561,18,"Female","in a relationship",3,3,4,94,2012-12-10,"2013-10-07",16,16,3.22886061087862,2,105,0
4562,41,"Male","married",2,2,5,91,2013-04-08,"2013-10-06",4,3,6.80491248391536,5,56,0
4563,18,"Male","in a relationship",5,5,4,55,2012-10-10,"2013-10-06",5,10,3.39722075846354,2,117,0
4564,26,"Male","married",4,4,6,363,2013-04-08,"2013-10-06",13,20,12.8864007924527,4,65,0
4565,11,"Male","married",1,1,1,140,2013-03-10,"2013-10-07",14,7,3.84352479313782,4,72,0
4566,36,"Female","single",2,2,2,78,2013-04-09,"2013-10-07",7,3,3.5446162989091,5,56,0
4567,20,"Male","in a relationship",5,5,6,217,2013-04-09,"2013-10-07",13,15,8.39498517569338,4,58,0
4568,15,"Male","married",4,4,2,102,2013-04-09,"2013-10-07",9,6,4.09637033007208,5,61,0
4569,11,"Male","single",5,5,4,351,2013-02-08,"2013-10-07",11,11,22.0575952771345,5,78,0
4570,32,"Male","married",1,1,1,68,2013-04-09,"2013-10-07",5,8,8.05685488895554,0,59,0
4571,10,"Female","single",3,4,2,38,2013-06-07,"2013-10-06",4,1,3.51870354920777,3,44,1
4572,20,"Female","single",5,6,4,670,2013-04-09,"2013-10-07",24,34,22.051565838772,3,61,1
4573,18,"Male","in a relationship",6,6,4,282,2012-11-10,"2013-10-07",16,14,8.24075334994221,4,112,0
4574,16,"Female","married",5,5,3,111,2013-04-09,"2013-10-07",7,6,8.23625710041533,1,60,0
4575,20,"Female","single",2,2,2,334,2010-01-23,"2013-10-05",14,17,16.2363454904801,3,449,0
4576,8,"Female","in a relationship",4,4,6,41,2013-03-09,"2013-10-06",3,1,5.81063360925992,1,67,0
4577,28,"Male","married",6,6,4,85,2013-04-06,"2013-10-04",7,5,4.39134095234984,1,62,0
4578,26,"Female","single",5,6,5,373,2010-02-24,"2013-10-07",15,8,15.153790726696,8,438,1
4579,24,"Male","married",4,4,1,89,2013-04-09,"2013-10-07",6,7,7.69202894884093,2,59,0
4580,19,"Female","in a relationship",1,1,2,206,2013-04-09,"2013-10-07",9,4,13.6314511034109,5,64,0
4581,21,"Female","in a relationship",1,1,2,366,2012-08-12,"2013-10-07",15,14,13.2631613597527,6,142,0
4582,29,"Female","in a relationship",1,2,2,197,2013-04-09,"2013-10-07",12,14,9.36680792010061,2,56,1
4583,37,"Male","married",4,5,4,206,2013-05-09,"2013-10-07",15,24,8.90045389543396,3,50,1
4584,12,"Female","in a relationship",2,3,6,126,2013-04-09,"2013-10-07",5,4,4.70312873502162,5,62,1
4585,47,"Female","married",6,6,6,301,2013-04-09,"2013-10-07",15,18,12.1684269894012,5,61,0
4586,19,"Male","in a relationship",6,6,5,222,2011-03-20,"2013-10-06",12,10,4.30491997190121,6,309,0
4587,16,"Male","single",3,4,3,21,2013-04-08,"2013-10-06",3,6,0.373335501568104,1,60,1
4588,17,"Male","married",6,6,6,187,2013-05-09,"2013-10-07",10,10,7.40506710288469,8,51,0
4589,17,"Male","single",3,4,5,168,2013-04-09,"2013-10-07",9,13,10.2201981321469,4,57,1
4590,20,"Male","in a relationship",4,4,5,390,2010-08-23,"2013-10-07",19,23,13.5918379207146,0,375,0
4591,27,"Male","married",3,3,6,166,2013-04-09,"2013-10-07",11,15,7.8723727696735,3,62,0
4592,13,"Female","married",6,6,6,180,2013-04-09,"2013-10-07",11,8,7.14182946695237,4,58,0
4593,29,"Male","married",5,5,6,34,2013-04-08,"2013-10-06",3,2,0.44898273120921,2,59,0
4594,32,"Male","single",4,4,5,201,2013-04-09,"2013-10-07",9,4,10.4312013275919,6,63,0
4595,16,"Male","single",2,2,5,226,2013-03-10,"2013-10-07",14,7,12.524370907093,1,71,0
4596,35,"Male","married",6,6,4,156,2013-04-09,"2013-10-07",8,5,8.70713412981676,5,60,0
4597,20,"Female","in a relationship",4,4,6,659,2013-02-08,"2013-10-07",30,12,15.1277213435215,5,75,0
4598,26,"Female","married",3,4,2,27,2013-03-09,"2013-10-06",3,1,0.728173221666685,1,70,1
4599,26,"Female","married",2,3,4,81,2013-05-09,"2013-10-07",5,2,9.16523424794031,0,48,1
4600,26,"Female","in a relationship",5,5,4,245,2011-03-21,"2013-10-07",11,6,12.1853000540422,5,309,0
4601,24,"Female","in a relationship",3,3,3,111,2013-04-09,"2013-10-07",6,5,8.44435875326099,6,60,0
4602,15,"Male","in a relationship",5,5,5,89,2013-02-07,"2013-10-06",9,4,3.45100807629378,2,80,0
4603,43,"Male","single",6,6,6,48,2013-05-09,"2013-10-07",4,2,3.92983625073615,3,49,0
4604,26,"Female","single",4,4,6,78,2013-02-08,"2013-10-07",5,8,9.16886261989114,5,75,0
4605,21,"Male","in a relationship",3,3,1,461,2013-03-10,"2013-10-07",17,19,11.2592994353854,4,70,0
4606,20,"Female","single",2,3,3,384,2011-10-17,"2013-10-07",31,17,4.86962515254668,4,239,1
4607,26,"Female","in a relationship",5,5,6,48,2013-04-09,"2013-10-07",6,3,2.92168213546231,2,57,0
4608,23,"Female","single",5,5,6,211,2013-02-08,"2013-10-07",12,18,14.7860459524385,3,83,0
4609,22,"Female","single",3,3,1,502,2012-12-10,"2013-10-07",19,26,16.1332282551778,3,102,0
4610,17,"Female","in a relationship",3,4,3,231,2013-03-10,"2013-10-07",10,12,13.5419896852966,5,68,1
4611,18,"Male","single",5,5,4,64,2013-01-08,"2013-10-06",5,1,2.13692277006201,4,89,0
4612,23,"Female","single",4,4,5,143,2013-03-08,"2013-10-05",8,5,6.61979985914412,6,69,0
4613,17,"Male","in a relationship",2,3,2,181,2013-03-10,"2013-10-07",11,6,6.43012779776675,5,74,1
4614,28,"Female","single",1,1,2,0,2013-01-23,"2013-07-23",0,0,0,0,58,0
4615,17,"Male","single",5,5,2,62,2013-03-10,"2013-10-07",3,4,3.99012883817754,1,67,0
4616,20,"Female","in a relationship",4,4,3,331,2012-10-11,"2013-10-07",24,25,4.03529967802592,5,115,0
4617,25,"Female","in a relationship",5,5,6,183,2013-03-10,"2013-10-07",7,12,9.553767542573,5,67,0
4618,23,"Male","single",4,4,4,242,2012-10-10,"2013-10-06",14,16,7.46151751801817,2,117,0
4619,14,"Female","in a relationship",4,4,2,106,2013-04-08,"2013-10-06",8,13,4.81766897789521,2,63,0
4620,22,"Male","married",1,2,2,520,2013-03-10,"2013-10-07",18,31,16.2963403033685,7,73,1
4621,29,"Female","engaged",2,2,3,43,2013-06-07,"2013-10-06",3,2,3.28595164189692,1,45,0
4622,39,"Female","married",2,2,2,159,2013-03-10,"2013-10-07",8,10,10.653171761096,1,72,0
4623,38,"Male","single",2,2,2,905,2013-10-06,"2013-10-07",25,17,7.59191488660449,26,56,0
4624,13,"Female","single",1,1,3,246,2013-04-08,"2013-10-06",10,10,13.9715438547412,5,60,0
4625,26,"Female","married",2,2,2,77,2013-04-07,"2013-10-05",6,5,6.25689683784226,1,56,0
4626,23,"Female","single",4,5,1,106,2013-04-08,"2013-10-06",7,7,5.2543578607992,4,61,1
4627,18,"Male","single",4,5,5,444,2012-12-10,"2013-10-07",22,11,11.3256636108389,6,100,1
4628,16,"Female","in a relationship",3,3,1,282,2013-03-10,"2013-10-07",12,15,14.2335590175448,4,70,0
4629,25,"Male","married",6,6,6,47,2013-03-08,"2013-10-05",3,3,7.20791932627873,3,71,0
4630,31,"Female","single",1,1,2,315,2013-05-09,"2013-10-07",17,17,10.3436244309127,6,46,0
4631,12,"Female","married",2,2,3,120,2013-04-06,"2013-10-04",9,11,4.16054305960597,3,56,0
4632,18,"Female","single",3,3,3,646,2012-10-11,"2013-10-07",23,22,14.9906408587167,10,117,0
4633,14,"Male","single",6,6,6,140,2013-03-10,"2013-10-07",7,9,10.0085364515908,5,69,0
4634,17,"Male","married",6,1,5,375,2013-02-07,"2013-10-06",10,9,27.405623447081,3,78,5
4635,41,"Male","married",2,2,5,158,2013-05-09,"2013-10-07",9,13,8.92642110437886,8,53,0
4636,27,"Male","married",2,3,1,165,2013-04-09,"2013-10-07",13,13,5.84755297844901,1,64,1
4637,17,"Male","in a relationship",2,2,3,156,2013-03-10,"2013-10-07",10,11,4.95940482354013,4,74,0
4638,12,"Female","single",2,3,3,229,2013-04-08,"2013-10-06",13,10,8.11730274666044,5,62,1
4639,23,"Male","in a relationship",5,5,5,119,2013-02-08,"2013-10-07",4,7,12.4950335842863,4,77,0
4640,26,"Male","single",6,6,5,163,2012-08-12,"2013-10-07",8,4,7.45865402247388,6,145,0
4641,28,"Male","engaged",1,1,2,371,2013-03-10,"2013-10-07",17,11,13.429452592638,5,67,0
4642,12,"Male","married",3,3,1,23,2013-03-09,"2013-10-06",2,2,2.68564393586975,0,68,0
4643,24,"Male","in a relationship",1,1,1,258,2013-03-10,"2013-10-07",12,16,11.1257808789823,6,69,0
4644,21,"Male","single",3,4,2,262,2012-10-11,"2013-10-07",16,20,4.71360866471463,7,115,1
4645,50,"Male","married",2,2,1,149,2013-04-09,"2013-10-07",13,9,6.98058573671112,2,58,0
4646,46,"Female","single",1,1,6,35,2013-04-08,"2013-10-06",3,3,2.14734595104577,1,60,0
4647,29,"Female","single",1,1,4,259,2013-03-10,"2013-10-07",13,17,10.8732635192252,6,69,0
4648,49,"Female","married",5,5,5,79,2013-03-10,"2013-10-07",8,6,3.81233145141478,4,71,0
4649,17,"Female","single",4,4,6,105,2013-01-09,"2013-10-07",7,7,5.49548866079616,6,87,0
4650,18,"Female","married",1,1,5,110,2013-03-10,"2013-10-07",7,8,1.38801175471559,4,66,0
4651,17,"Female","in a relationship",4,4,6,177,2012-09-11,"2013-10-07",6,6,10.004422115835,8,128,0
4652,15,"Male","single",4,5,4,32,2013-04-07,"2013-10-05",5,4,2.53841895653941,0,59,1
4653,23,"Female","in a relationship",2,2,1,31,2013-02-08,"2013-10-07",5,5,2.89719904387061,1,76,0
4654,23,"Female","single",5,6,6,63,2011-12-14,"2013-10-05",5,6,8.6149172521586,2,217,1
4655,12,"Male","single",3,3,1,173,2013-04-08,"2013-10-06",11,19,2.01916567714499,4,61,0
4656,21,"Male","married",6,6,6,326,2013-01-09,"2013-10-07",15,18,10.3139631985366,2,87,0
4657,22,"Female","in a relationship",3,3,3,141,2011-10-17,"2013-10-07",12,10,5.42018071251771,2,239,0
4658,10,"Female","married",2,2,1,107,2013-04-08,"2013-10-06",9,11,2.81085559624196,4,57,0
4659,20,"Female","in a relationship",1,1,1,230,2012-12-10,"2013-10-07",15,12,8.33516147806837,5,101,0
4660,21,"Female","single",5,5,4,298,2011-05-20,"2013-10-07",16,6,10.0965855529096,8,293,0
4661,30,"Female","married",3,3,3,233,2013-05-09,"2013-10-07",9,18,14.3281662360649,4,49,0
4662,16,"Female","single",5,5,1,213,2013-02-08,"2013-10-07",9,7,10.8290465034066,3,80,0
4663,27,"Male","engaged",4,4,6,74,2013-04-06,"2013-10-04",4,5,3.44029995578045,4,62,0
4664,24,"Male","married",1,2,5,127,2013-03-09,"2013-10-06",8,6,7.29246912985089,2,70,1
4665,16,"Female","single",1,1,2,190,2013-03-10,"2013-10-07",7,4,13.8899190269955,2,71,0
4666,9,"Female","single",5,6,1,115,2013-04-06,"2013-10-04",4,4,12.9907345992264,3,63,1
4667,26,"Male","in a relationship",3,3,2,203,2013-02-08,"2013-10-07",14,10,10.9185548023598,2,79,0
4668,29,"Female","married",4,4,5,132,2013-05-09,"2013-10-07",7,5,8.2612801305196,5,54,0
4669,26,"Male","in a relationship",2,3,1,169,2013-04-08,"2013-10-06",11,9,6.10549444220198,4,65,1
4670,23,"Female","married",3,4,1,149,2013-04-09,"2013-10-07",9,13,4.5049956738323,4,61,1
4671,39,"Female","single",2,2,2,128,2013-04-08,"2013-10-06",8,9,7.72811678921568,1,62,0
4672,18,"Male","single",3,4,1,710,2013-01-09,"2013-10-07",22,22,25.9462873645041,3,89,1
4673,22,"Female","in a relationship",6,6,6,366,2013-03-10,"2013-10-07",21,22,11.6774676174816,3,70,0
4674,47,"Female","married",6,6,4,83,2013-02-06,"2013-10-05",4,6,8.90056163513547,0,75,0
4675,23,"Female","in a relationship",3,3,1,117,2013-03-08,"2013-10-05",9,5,6.76854720202183,1,66,0
4676,27,"Female","single",2,3,3,101,2013-04-08,"2013-10-06",9,11,5.72145366359342,3,65,1
4677,21,"Female","in a relationship",1,1,1,185,2012-05-14,"2013-10-07",16,9,6.63410906969279,2,170,0
4678,25,"Male","single",3,4,6,172,2013-04-09,"2013-10-07",9,7,8.21450605983137,9,65,1
4679,20,"Female","single",6,1,5,291,2012-07-12,"2013-10-06",19,15,4.1712246141284,6,146,5
4680,15,"Female","in a relationship",1,1,6,252,2013-04-09,"2013-10-07",9,11,20.64287128599,1,63,0
4681,27,"Male","single",1,1,1,114,2012-09-11,"2013-10-07",6,13,9.00404936898533,6,126,0
4682,21,"Male","in a relationship",3,3,1,156,2013-05-07,"2013-10-05",10,9,3.83239829203873,3,50,0
4683,22,"Male","in a relationship",2,2,2,94,2013-03-10,"2013-10-07",4,8,6.75981868441528,3,74,0
4684,46,"Female","married",2,2,5,25,2013-06-08,"2013-10-07",2,0,4.9570660466914,1,45,0
4685,23,"Male","engaged",1,1,2,149,2013-03-10,"2013-10-07",8,4,10.4788236154691,2,67,0
4686,21,"Female","single",5,5,5,277,2012-12-09,"2013-10-06",17,16,10.4423433886386,3,99,0
4687,25,"Female","in a relationship",3,3,3,277,2013-02-08,"2013-10-07",15,16,13.2755540233503,2,83,0
4688,28,"Female","engaged",3,3,3,96,2013-03-10,"2013-10-07",6,17,8.76372699414596,5,73,0
4689,16,"Male","single",5,5,4,31,2013-01-09,"2013-10-07",3,2,3.57319296302556,1,89,0
4690,9,"Female","single",1,1,2,68,2013-03-08,"2013-10-05",5,8,3.1778342902795,2,70,0
4691,24,"Male","single",3,4,1,237,2013-02-08,"2013-10-07",9,12,12.2995854423666,8,77,1
4692,13,"Female","married",6,6,5,433,2013-04-09,"2013-10-07",18,22,15.0162980625328,4,59,0
4693,31,"Male","married",6,6,5,98,2013-04-08,"2013-10-06",5,2,6.87648888886816,5,57,0
4694,12,"Female","single",5,5,2,412,2013-03-10,"2013-10-07",17,14,18.1617211171898,5,66,0
4695,23,"Female","single",1,2,5,124,2013-05-09,"2013-10-07",9,6,6.69288687574718,2,51,1
4696,27,"Male","in a relationship",5,5,4,255,2013-04-07,"2013-10-05",8,8,21.0043704495563,3,64,0
4697,27,"Female","in a relationship",4,4,4,326,2013-03-10,"2013-10-07",14,15,12.6054031414329,7,71,0
4698,43,"Male","single",1,2,5,12,2013-03-10,"2013-10-07",1,2,5.19944798608883,0,68,1
4699,24,"Female","single",3,3,1,120,2013-03-10,"2013-10-07",11,12,4.17934393935902,3,72,0
4700,23,"Female","single",6,6,1,220,2009-12-24,"2013-10-05",13,4,7.85733900273866,5,463,0
4701,14,"Female","married",1,1,4,242,2013-03-09,"2013-10-06",8,15,11.1780385656057,8,67,0
4702,23,"Male","single",1,2,2,79,2013-02-05,"2013-10-04",6,4,1.71378697056015,1,83,1
4703,27,"Male","married",6,6,2,203,2013-05-09,"2013-10-07",10,7,10.5575727040603,4,49,0
4704,19,"Male","single",5,6,4,105,2012-09-11,"2013-10-07",8,7,2.20626886302085,3,128,1
4705,17,"Male","single",2,2,1,176,2013-04-09,"2013-10-07",9,4,3.37065547274485,8,63,0
4706,20,"Female","single",4,4,5,187,2013-04-09,"2013-10-07",10,10,7.84775444015416,3,65,0
4707,45,"Female","married",6,1,1,50,2013-04-09,"2013-10-07",4,5,6.3611545816923,3,60,5
4708,28,"Male","married",1,1,1,62,2013-04-09,"2013-10-07",7,2,3.75825804961824,1,64,0
4709,22,"Female","single",1,1,4,62,2010-05-24,"2013-10-06",6,12,1.33376052142261,2,412,0
4710,30,"Male","married",4,4,6,87,2013-02-07,"2013-10-06",6,2,7.8795514828667,2,77,0
4711,29,"Female","in a relationship",3,3,2,341,2013-04-09,"2013-10-07",10,6,22.7614597788337,7,59,0
4712,22,"Male","in a relationship",2,2,2,165,2012-12-10,"2013-10-07",9,13,7.39860998495627,5,105,0
4713,16,"Female","in a relationship",4,4,4,125,2013-05-09,"2013-10-07",10,2,7.86741922027644,1,50,0
4714,12,"Male","in a relationship",4,4,6,30,2013-04-09,"2013-10-07",3,0,4.26911757507519,0,59,0
4715,36,"Female","married",4,4,6,86,2013-04-09,"2013-10-07",4,3,8.64005165401823,3,65,0
4716,19,"Female","married",6,6,1,501,2013-05-09,"2013-10-07",24,32,9.16559688519997,9,51,0
4717,23,"Female","in a relationship",6,6,4,259,2013-01-09,"2013-10-07",12,19,12.9909894316507,5,93,0
4718,21,"Female","in a relationship",2,2,4,95,2010-10-21,"2013-10-06",5,5,9.64981424582769,3,357,0
4719,9,"Male","in a relationship",3,4,3,89,2013-03-09,"2013-10-06",6,1,4.41616498632624,2,71,1
4720,19,"Male","in a relationship",3,3,2,560,2010-10-22,"2013-10-07",21,10,14.9151449171169,9,359,0
4721,31,"Male","married",3,3,3,76,2013-04-09,"2013-10-07",7,6,3.79579520059666,1,56,0
4722,25,"Female","married",4,4,6,29,2013-02-04,"2013-10-03",1,0,3.03861720805877,2,75,0
4723,16,"Female","single",3,3,1,102,2013-04-09,"2013-10-07",8,5,1.85896528493928,7,58,0
4724,15,"Male","single",1,1,1,220,2013-02-06,"2013-10-05",8,11,19.4279179137284,4,83,0
4725,16,"Female","single",5,5,6,387,2013-01-09,"2013-10-07",15,11,17.6562558143629,7,91,0
4726,22,"Male","single",6,6,1,45,2010-09-22,"2013-10-07",6,6,2.36835272177921,1,373,0
4727,21,"Female","married",5,5,6,3058,2013-10-03,"2013-10-07",33,37,12.0907029863282,74,139,0
4728,25,"Male","married",4,4,4,189,2013-05-08,"2013-10-06",10,14,6.81088983310477,9,47,0
4729,24,"Male","single",2,2,3,144,2013-03-10,"2013-10-07",10,5,3.33402327974135,5,69,0
4730,22,"Male","single",6,6,4,324,2013-01-09,"2013-10-07",14,14,4.99993077956774,8,91,0
4731,19,"Female","married",4,4,6,374,2010-09-22,"2013-10-07",19,11,12.9746230971267,3,371,0
4732,23,"Male","in a relationship",3,4,3,48,2013-02-08,"2013-10-07",4,5,2.39523257863346,0,76,1
4733,24,"Male","in a relationship",2,3,2,115,2013-05-08,"2013-10-06",9,7,1.9934352123835,3,54,1
4734,16,"Female","single",2,3,1,67,2013-02-07,"2013-10-06",6,7,6.14024797375081,1,79,1
4735,25,"Male","single",5,5,5,56,2013-02-08,"2013-10-07",4,9,4.72089331347893,4,79,0
4736,48,"Male","married",2,2,1,151,2013-04-07,"2013-10-05",8,6,4.26846146839628,3,55,0
4737,16,"Female","in a relationship",6,1,4,73,2012-12-10,"2013-10-07",5,3,5.61638013137562,2,102,5
4738,21,"Male","single",4,5,5,357,2012-02-14,"2013-10-07",19,18,9.83946133994314,5,201,1
4739,18,"Female","in a relationship",6,6,4,270,2011-05-20,"2013-10-07",13,25,9.37442703780148,4,290,0
4740,16,"Female","single",6,6,1,132,2013-03-10,"2013-10-07",7,11,8.15936960283517,3,67,0
4741,22,"Male","single",3,3,3,353,2013-01-09,"2013-10-07",17,20,10.2182720762846,4,91,0
4742,25,"Male","married",1,1,1,131,2013-04-09,"2013-10-07",8,9,7.69030949557768,6,62,0
4743,11,"Male","in a relationship",3,4,3,131,2013-04-09,"2013-10-07",13,13,3.52330592566665,4,60,1
4744,17,"Female","single",1,1,2,159,2012-10-10,"2013-10-06",9,13,8.77569879042807,4,121,0
4745,18,"Male","single",3,3,2,271,2012-11-10,"2013-10-07",13,11,9.20077974532309,8,108,0
4746,24,"Male","single",3,3,1,147,2013-04-09,"2013-10-07",8,9,9.98792200638971,1,64,0
4747,13,"Female","in a relationship",6,6,4,141,2013-04-09,"2013-10-07",7,8,8.07544766641865,7,55,0
4748,25,"Male","single",2,2,3,61,2013-04-09,"2013-10-07",4,8,8.44691274596388,2,65,0
4749,8,"Female","single",6,6,6,56,2013-03-10,"2013-10-07",5,5,4.14873752902738,2,66,0
4750,26,"Female","in a relationship",4,4,4,74,2013-04-09,"2013-10-07",7,11,5.92808695896575,0,61,0
4751,21,"Female","married",3,3,4,115,2012-11-10,"2013-10-07",9,10,5.61496056920667,2,112,0
4752,22,"Male","single",4,5,5,479,2012-10-11,"2013-10-07",20,23,12.8702872292092,6,120,1
4753,12,"Female","single",3,3,3,20,2013-04-03,"2013-10-01",1,1,0.62914167400932,0,59,0
4754,18,"Male","in a relationship",1,2,1,322,2010-10-22,"2013-10-07",14,14,12.8191379479882,4,355,1
4755,25,"Female","in a relationship",5,5,3,184,2010-10-22,"2013-10-07",7,5,14.1720205118581,5,355,0
4756,18,"Female","single",4,5,4,381,2011-09-17,"2013-10-07",19,9,13.2206836143026,5,246,1
4757,23,"Male","single",1,1,1,581,2012-07-13,"2013-10-07",15,20,26.4093098967635,8,151,0
4758,12,"Male","married",4,4,4,196,2013-03-10,"2013-10-07",7,9,17.4000816249416,4,69,0
4759,13,"Female","single",6,6,5,30,2013-02-08,"2013-10-07",4,1,0.444499345610813,0,79,0
4760,20,"Male","in a relationship",5,5,3,161,2012-10-11,"2013-10-07",15,11,4.1632628057321,4,117,0
4761,19,"Male","single",5,5,6,130,2013-02-08,"2013-10-07",9,15,6.57903154056785,5,76,0
4762,22,"Male","married",4,4,6,201,2013-02-08,"2013-10-07",12,17,6.2926089823988,4,85,0
4763,25,"Male","single",6,1,5,197,2013-04-09,"2013-10-07",12,15,3.81350240747979,7,61,5
4764,26,"Male","single",1,1,1,277,2013-04-09,"2013-10-07",11,15,14.4827240063858,9,60,0
4765,16,"Male","in a relationship",5,6,6,56,2013-04-09,"2013-10-07",4,4,7.61964533334195,0,61,1
4766,25,"Female","in a relationship",1,2,1,211,2013-04-08,"2013-10-06",15,11,9.89181240786772,2,65,1
4767,15,"Male","in a relationship",1,1,2,178,2013-04-09,"2013-10-07",9,14,3.56428094814123,9,55,0
4768,26,"Male","single",4,5,6,116,2013-02-08,"2013-10-07",6,2,7.07589795760783,2,75,1
4769,23,"Male","single",6,6,1,98,2012-04-14,"2013-10-07",7,5,9.8184691093613,2,179,0
4770,12,"Female","single",3,4,6,100,2013-02-07,"2013-10-06",8,5,2.03636446504774,3,75,1
4771,12,"Male","married",2,2,2,200,2013-04-09,"2013-10-07",10,16,9.34468773661671,7,58,0
4772,29,"Male","single",5,5,6,232,2013-04-09,"2013-10-07",11,15,7.6358392161537,10,59,0
4773,42,"Female","married",5,5,4,184,2013-02-07,"2013-10-06",12,13,6.70228840323478,2,79,0
4774,18,"Male","in a relationship",4,5,5,261,2012-11-10,"2013-10-07",10,8,19.3112106686386,3,107,1
4775,17,"Female","single",2,2,5,36,2013-02-07,"2013-10-06",2,0,3.69270193155895,0,80,0
4776,19,"Female","in a relationship",4,4,5,79,2013-04-09,"2013-10-07",6,10,7.85252585442227,1,57,0
4777,25,"Female","single",6,6,2,42,2013-04-08,"2013-10-06",3,3,3.13276023789326,0,61,0
4778,16,"Male","single",4,4,4,46,2013-02-07,"2013-10-06",4,2,4.4812127286057,2,79,0
4779,20,"Male","single",5,6,3,80,2012-06-13,"2013-10-07",7,2,4.21886532035819,2,162,1
4780,18,"Male","in a relationship",4,4,1,598,2013-02-08,"2013-10-07",21,25,16.0725560548545,8,75,0
4781,15,"Male","single",6,1,1,169,2013-03-09,"2013-10-06",16,19,4.89312999344249,3,69,5
4782,14,"Male","single",2,2,5,43,2013-04-06,"2013-10-04",6,8,2.48138091280916,2,63,0
4783,26,"Female","single",2,2,1,162,2013-04-08,"2013-10-06",9,6,6.75526255354227,6,63,0
4784,20,"Male","single",3,3,2,381,2013-04-09,"2013-10-07",17,10,10.8467443959747,4,61,0
4785,22,"Male","single",6,6,4,352,2012-08-11,"2013-10-06",17,6,19.049892554317,1,142,0
4786,19,"Female","married",4,4,1,253,2013-03-10,"2013-10-07",12,12,14.3003044439115,2,67,0
4787,28,"Female","married",5,6,5,139,2013-03-10,"2013-10-07",8,5,8.00653195268702,3,66,1
4788,19,"Female","single",1,1,4,283,2013-05-09,"2013-10-07",13,19,13.0032634419125,6,48,0
4789,20,"Female","in a relationship",4,4,3,211,2013-03-10,"2013-10-07",15,26,5.25719841570509,5,69,0
4790,20,"Female","in a relationship",1,1,1,291,2012-08-12,"2013-10-07",13,18,14.673508899236,2,141,0
4791,38,"Female","married",6,1,4,128,2013-05-09,"2013-10-07",8,7,10.2684955533413,3,48,5
4792,19,"Male","in a relationship",4,5,6,214,2013-03-09,"2013-10-06",13,7,6.65918051529203,3,74,1
4793,18,"Male","in a relationship",5,5,5,155,2013-01-09,"2013-10-07",10,13,8.6323388132019,5,90,0
4794,40,"Male","married",3,3,2,82,2013-04-08,"2013-10-06",5,4,7.62175551783841,3,56,0
4795,19,"Female","single",2,2,2,287,2013-03-10,"2013-10-07",11,7,15.1493328736734,6,73,0
4796,50,"Female","married",6,1,3,177,2013-04-09,"2013-10-07",10,7,4.48929960422822,7,64,5
4797,16,"Female","in a relationship",6,6,6,447,2013-01-09,"2013-10-07",20,27,9.27953981855618,3,88,0
4798,18,"Male","married",5,5,6,159,2013-03-10,"2013-10-07",10,10,8.39969985108295,1,69,0
4799,15,"Female","single",4,4,4,210,2013-03-09,"2013-10-06",13,23,6.81348674829329,4,67,0
4800,25,"Male","in a relationship",2,3,3,13,2013-02-07,"2013-10-06",1,3,0.890739443352573,1,78,1
4801,22,"Male","in a relationship",6,6,6,278,2011-11-15,"2013-10-06",16,25,6.3887093051177,3,233,0
