"userid","age","gender","relation_status","hometown","living","perference","total_action","sign_up","last_login","total_visits","total_posts","total_time_spend","total_new_friends","totalfriends"
3770,21,0,2,4,4,3,290,"2013-03-09","2013-10-06",11,12,14.9668753634212,2,70
3771,23,1,2,2,3,6,476,"2013-03-10","2013-10-07",18,25,15.0500893794455,8,71
3772,19,1,2,5,5,4,361,"2012-08-12","2013-10-07",15,14,11.30590308835,8,137
3773,11,1,1,3,3,5,101,"2013-04-09","2013-10-07",7,16,7.0355066215243,4,55
3774,17,0,2,3,3,1,98,"2013-04-09","2013-10-07",10,7,3.82242813234822,3,63
3775,22,0,1,2,2,5,368,"2011-05-19","2013-10-06",20,18,10.6966297267193,4,293
3776,19,1,2,1,1,1,318,"2010-07-24","2013-10-07",11,11,21.2688466171859,3,387
3777,24,0,2,4,4,3,118,"2013-04-09","2013-10-07",7,7,4.30037470141489,4,60
3778,17,0,1,5,5,5,190,"2013-02-08","2013-10-07",13,10,9.14861206151507,3,84
3779,21,1,2,6,6,4,298,"2012-11-10","2013-10-07",16,19,6.88752396619432,6,112
3780,40,0,4,4,4,4,141,"2013-05-09","2013-10-07",9,6,9.23168455073885,4,50
3781,22,0,1,4,5,2,232,"2012-06-13","2013-10-07",14,9,8.25026868979624,4,163
3782,25,0,1,4,4,5,30,"2013-03-08","2013-10-05",3,1,0.17411900101787,0,68
3783,16,1,4,2,3,2,222,"2011-11-15","2013-10-06",10,7,13.5917763341006,4,226
3784,11,0,1,1,2,1,98,"2013-04-08","2013-10-06",6,10,11.8683563724626,1,61
3785,25,0,4,2,3,1,163,"2013-04-09","2013-10-07",9,19,8.68293196541517,5,61
3786,36,0,4,4,4,4,165,"2013-03-10","2013-10-07",8,7,7.24131758911138,8,70
3787,15,0,1,3,4,1,148,"2013-04-08","2013-10-06",8,8,9.25706528898525,3,64
3788,21,0,2,3,3,3,345,"2011-08-18","2013-10-07",19,20,4.23673124258255,6,260
3789,18,1,2,1,1,6,161,"2012-12-10","2013-10-07",14,15,4.65712748268567,4,105
3790,26,1,2,6,1,5,310,"2013-05-09","2013-10-07",15,13,8.24923094832644,8,53
3791,36,1,4,6,6,6,165,"2013-02-08","2013-10-07",7,5,10.410853167167,4,77
3792,24,0,2,1,2,2,140,"2013-02-08","2013-10-07",11,21,3.75475862237232,3,81
3793,16,1,2,4,4,2,53,"2013-04-08","2013-10-06",5,11,1.70362509701674,3,59
3794,21,1,4,2,2,3,118,"2013-04-08","2013-10-06",8,14,6.88388244854876,3,63
3795,18,0,2,5,6,6,289,"2012-10-11","2013-10-07",13,20,11.3247445856216,4,125
3796,17,0,1,4,4,4,81,"2013-02-08","2013-10-07",8,8,2.47560840099273,1,85
3797,18,1,1,4,4,4,249,"2013-03-10","2013-10-07",14,10,9.35990024561228,4,68
3798,21,0,2,4,5,4,51,"2013-04-06","2013-10-04",3,9,0.284537099672168,1,64
3799,23,0,2,4,5,1,318,"2010-09-22","2013-10-07",13,8,13.017458823579,4,367
3800,9,0,1,5,5,4,51,"2013-04-09","2013-10-07",5,0,4.65878374550935,2,58
3801,17,0,2,4,4,2,97,"2013-02-08","2013-10-07",8,14,3.04494662108132,4,80
3802,19,1,1,3,3,3,534,"2010-11-21","2013-10-07",19,8,13.9424567688707,7,348
3803,30,0,2,1,2,5,283,"2013-02-07","2013-10-06",12,9,16.0497243197008,5,75
3804,50,1,4,3,4,1,49,"2013-04-07","2013-10-05",4,2,3.07012680683512,3,63
3805,24,0,2,5,5,3,45,"2013-03-09","2013-10-06",9,13,2.00807275048811,1,70
3806,28,0,1,2,2,6,145,"2013-04-08","2013-10-06",7,4,10.6507320840442,3,56
3807,19,0,2,6,6,6,112,"2010-05-25","2013-10-07",7,6,7.03837734243233,3,410
3808,27,0,2,3,3,5,217,"2013-03-10","2013-10-07",9,12,15.10664652031,4,66
3809,27,0,2,1,1,3,292,"2013-05-09","2013-10-07",17,19,5.83430129874383,6,54
3810,18,0,1,4,4,5,760,"2013-03-10","2013-10-07",28,17,19.1576191143664,6,73
3811,22,0,4,6,6,6,46,"2012-11-09","2013-10-06",7,5,2.98666397436095,0,109
3812,18,1,1,1,1,3,96,"2012-01-15","2013-10-07",8,5,4.95397043264909,1,207
3813,37,0,1,4,5,6,35,"2013-03-09","2013-10-06",3,4,1.80271330039676,3,68
3814,10,0,1,4,4,5,127,"2013-04-08","2013-10-06",6,2,11.9404349135793,6,64
3815,27,1,2,3,3,6,131,"2013-04-09","2013-10-07",8,7,6.54940834876195,6,65
3816,23,0,2,5,5,5,127,"2013-03-08","2013-10-05",7,6,6.87429161733311,6,73
3817,8,0,1,3,3,2,146,"2013-04-08","2013-10-06",6,7,13.1528109239309,6,64
3818,36,1,4,2,2,4,206,"2013-04-08","2013-10-06",14,22,6.43623705203839,7,62
3819,22,0,1,6,6,6,71,"2013-03-09","2013-10-06",7,4,3.31354449288691,0,72
3820,46,0,4,1,2,2,55,"2013-03-10","2013-10-07",6,8,4.95886690013944,3,69
3821,28,0,2,4,4,4,123,"2012-10-10","2013-10-06",6,2,9.82589358650486,2,117
3822,25,0,2,4,4,4,57,"2013-03-10","2013-10-07",3,8,7.53134230671759,2,73
3823,18,1,2,5,6,5,124,"2012-05-14","2013-10-07",9,9,2.67198358055767,3,174
3824,17,0,1,4,4,5,40,"2013-02-04","2013-10-03",3,2,0.250274790616646,1,84
3825,24,0,2,4,4,6,175,"2011-10-17","2013-10-07",9,12,8.70866933683992,7,236
3826,14,0,4,4,4,6,67,"2013-04-09","2013-10-07",6,7,5.63112725550321,2,63
3827,17,0,2,4,4,3,94,"2011-10-17","2013-10-07",10,17,5.5303274589564,1,238
3828,7,0,1,6,6,4,101,"2013-05-08","2013-10-06",5,4,8.25900971829147,4,49
3829,40,1,4,1,1,4,131,"2013-05-09","2013-10-07",9,7,5.58638016742779,4,48
3830,19,1,1,2,2,2,309,"2012-06-13","2013-10-07",20,12,5.61786182681551,4,161
3831,19,1,1,5,5,6,203,"2009-11-26","2013-10-07",13,9,12.3677332613588,3,473
3832,45,0,1,3,3,1,208,"2013-02-07","2013-10-06",12,16,7.27509211762106,4,78
3833,16,1,1,2,3,3,234,"2013-02-08","2013-10-07",10,5,14.766814207248,3,78
3834,21,0,4,2,2,2,133,"2011-04-20","2013-10-07",11,17,5.19356622873766,2,304
3835,24,0,1,3,4,6,303,"2013-03-10","2013-10-07",12,13,19.9414839233767,3,70
3836,17,0,2,2,2,2,222,"2013-02-08","2013-10-07",14,11,6.63991679479931,3,75
3837,27,0,2,3,3,1,68,"2013-04-09","2013-10-07",5,3,2.5777410107605,0,56
3838,21,1,2,6,6,6,272,"2012-11-10","2013-10-07",17,13,12.611798968659,3,112
3839,18,0,2,5,5,4,425,"2013-01-09","2013-10-07",18,17,16.4220301367138,2,93
3840,14,0,4,4,4,4,187,"2013-10-07","2013-10-07",7,9,7.31294516462047,14,65
3841,26,0,2,3,3,2,434,"2013-10-06","2013-10-07",8,10,7.16235048755538,36,62
3842,12,1,1,6,6,6,57,"2013-03-09","2013-10-06",6,8,4.8500416464338,2,70
3843,27,0,3,2,2,5,90,"2012-12-10","2013-10-07",6,10,6.04041072746998,2,98
3844,18,0,1,4,4,6,318,"2012-02-14","2013-10-07",14,9,12.8568916400714,6,200
3845,21,1,1,5,5,4,449,"2009-08-28","2013-10-07",18,20,15.5359338709359,6,501
3846,19,1,1,3,4,1,173,"2013-03-10","2013-10-07",15,15,4.14766808850092,3,71
3847,17,1,2,1,1,3,324,"2012-11-10","2013-10-07",15,23,15.071779054252,3,109
3848,26,0,2,5,6,5,115,"2013-04-09","2013-10-07",5,7,10.0311454722683,3,59
3849,25,1,4,3,4,2,184,"2013-05-09","2013-10-07",10,5,6.90950156688688,6,54
3850,10,1,2,4,4,4,157,"2013-04-09","2013-10-07",9,12,10.4295186164034,1,60
3851,24,1,1,6,6,6,123,"2013-03-10","2013-10-07",6,4,8.86555267502626,3,72
3852,19,1,2,6,1,6,209,"2013-02-08","2013-10-07",11,11,11.3224663044116,2,82
3853,22,0,1,4,4,5,234,"2012-07-13","2013-10-07",13,11,8.8979861868619,6,152
3854,22,1,1,5,5,5,80,"2010-05-25","2013-10-07",7,11,2.7257446682913,4,412
3855,19,0,1,5,5,6,210,"2011-04-20","2013-10-07",10,7,8.24644719113377,9,296
3856,23,0,2,1,1,2,217,"2013-05-09","2013-10-07",8,4,14.298044237635,4,46
3857,31,0,4,6,1,4,117,"2013-03-10","2013-10-07",6,6,4.84398242494078,5,68
3858,20,1,2,1,1,2,224,"2011-03-21","2013-10-07",12,21,15.2167745288767,1,311
3859,16,1,1,6,6,3,44,"2013-04-07","2013-10-05",2,1,4.76538607424736,1,65
3860,28,1,1,3,3,4,109,"2013-04-07","2013-10-05",8,4,1.40101363928167,5,62
3861,20,0,4,4,4,6,217,"2010-05-25","2013-10-07",17,14,3.57332540980795,2,406
3862,23,0,1,3,3,3,119,"2012-04-14","2013-10-07",8,2,9.50989931944121,2,184
3863,27,1,4,6,6,5,132,"2013-02-07","2013-10-06",11,16,3.50148046797737,2,76
3864,29,1,2,5,5,6,21,"2013-02-02","2013-10-01",1,1,0.035387188095612,1,80
3865,25,1,3,5,6,4,62,"2013-04-09","2013-10-07",4,3,8.04376594686403,2,58
3866,18,0,1,5,5,6,181,"2010-12-21","2013-10-07",17,11,7.02907218458746,3,338
3867,44,1,4,2,2,2,112,"2013-05-09","2013-10-07",8,12,7.22066685780062,3,49
3868,45,0,4,2,3,5,135,"2013-04-09","2013-10-07",10,18,4.05339089957481,3,56
3869,21,1,4,6,6,4,376,"2011-10-17","2013-10-07",15,5,14.6331623955478,5,245
3870,31,0,4,2,3,1,125,"2013-04-04","2013-10-02",5,4,15.5875976573788,0,56
3871,19,0,2,6,6,4,566,"2013-02-08","2013-10-07",20,13,14.8743647704901,7,85
3872,20,0,2,2,2,2,127,"2012-08-12","2013-10-07",16,9,3.79176953006794,2,140
3873,46,0,1,3,3,2,157,"2013-04-09","2013-10-07",12,11,7.4295272705328,3,56
3874,24,0,4,3,4,2,75,"2013-05-08","2013-10-06",4,5,6.64450058975039,3,54
3875,15,1,4,2,2,3,136,"2013-05-09","2013-10-07",6,4,13.0051226922394,4,52
3876,30,1,2,3,4,1,139,"2013-05-09","2013-10-07",12,2,2.52061622435576,2,52
3877,47,0,4,3,3,3,142,"2013-05-09","2013-10-07",7,10,7.54686591423986,6,54
3878,20,1,4,1,2,1,179,"2010-11-20","2013-10-06",11,15,7.6372404982609,4,346
3879,18,0,2,5,5,6,82,"2012-12-05","2013-10-02",5,10,3.67973327131493,3,104
3880,15,1,1,6,1,6,255,"2011-02-19","2013-10-07",16,13,10.0100898449899,1,320
3881,18,1,1,4,4,6,361,"2012-12-10","2013-10-07",12,4,22.8829284710109,3,99
3882,25,1,2,5,5,5,97,"2013-03-10","2013-10-07",9,3,5.16958009696411,4,70
3883,20,1,1,3,4,2,100,"2010-11-20","2013-10-06",5,10,7.950656767289,2,348
3884,25,0,2,2,2,1,67,"2013-04-08","2013-10-06",10,10,3.43378691274396,3,62
3885,29,1,4,6,6,6,103,"2013-03-09","2013-10-06",5,2,10.3551094700777,1,72
3886,48,0,4,6,6,2,81,"2013-03-09","2013-10-06",4,8,8.65632670813042,0,70
3887,25,0,1,1,1,1,163,"2013-02-08","2013-10-07",9,8,7.35147638845457,0,79
3888,39,0,1,1,1,3,130,"2013-03-10","2013-10-07",9,18,5.55242423581888,1,68
3889,22,1,2,4,4,3,109,"2013-02-08","2013-10-07",5,6,9.31274395333629,6,78
3890,19,0,2,4,4,5,279,"2013-03-10","2013-10-07",16,17,9.0284088450624,5,72
3891,16,1,2,5,5,4,4002,"2013-10-02","2013-10-07",43,39,14.6796314150576,79,66
3892,33,1,4,2,2,2,59,"2013-04-09","2013-10-07",3,2,4.99131456633818,4,57
3893,21,1,2,3,4,6,194,"2012-02-14","2013-10-07",10,9,13.0811299825801,3,198
3894,26,0,1,1,2,3,284,"2013-04-09","2013-10-07",17,21,7.04113635138955,4,61
3895,42,1,4,3,3,3,165,"2013-03-10","2013-10-07",11,9,4.47068242500845,8,70
3896,37,0,4,3,3,3,186,"2013-03-08","2013-10-05",10,6,10.0530908859503,6,69
3897,24,0,1,5,5,5,676,"2013-02-08","2013-10-07",19,14,16.3542498427931,5,84
3898,10,0,1,3,3,1,36,"2013-04-08","2013-10-06",2,2,0.511505203130104,2,57
3899,22,0,4,6,6,5,446,"2013-05-09","2013-10-07",16,15,10.7878885107683,12,53
3900,20,1,1,3,3,6,724,"2010-12-21","2013-10-07",31,66,16.8928625110891,4,343
3901,24,1,2,1,2,3,89,"2013-04-09","2013-10-07",5,2,5.18703828106314,4,61
3902,37,0,4,6,6,6,139,"2013-04-08","2013-10-06",8,6,6.13803393762484,4,55
3903,19,1,1,4,4,3,167,"2012-10-10","2013-10-06",11,5,3.81594925819985,7,123
3904,25,1,2,2,2,3,46,"2010-11-21","2013-10-07",3,2,3.60012656091689,0,347
3905,17,0,2,1,1,1,127,"2013-03-10","2013-10-07",7,11,9.18271531933365,3,74
3906,37,0,4,2,3,1,293,"2013-05-09","2013-10-07",11,19,13.0770744575335,8,53
3907,21,1,4,4,4,5,295,"2009-08-27","2013-10-06",10,6,17.7322354797403,3,495
3908,14,1,1,2,3,1,113,"2013-03-10","2013-10-07",7,6,8.89799760995077,3,68
3909,30,0,4,4,5,6,152,"2013-04-09","2013-10-07",13,13,4.8213083051088,3,62
3910,17,0,2,6,1,4,177,"2013-01-08","2013-10-06",9,16,15.4805014636721,3,86
3911,15,0,2,5,5,6,143,"2013-03-10","2013-10-07",7,8,11.2744918846808,3,71
3912,20,0,1,3,3,2,325,"2013-04-08","2013-10-06",14,15,13.503429927817,3,63
3913,17,1,2,4,5,5,76,"2013-03-09","2013-10-06",6,6,4.29697590936519,3,67
3914,16,1,2,3,3,3,101,"2013-04-09","2013-10-07",11,5,5.5291646865852,1,64
3915,19,0,2,6,6,3,565,"2013-01-09","2013-10-07",20,27,14.8933018101163,7,90
3916,22,1,2,1,2,1,188,"2013-03-07","2013-10-04",10,13,9.39120186080353,2,70
3917,50,0,4,6,6,5,77,"2013-04-09","2013-10-07",9,8,5.36960932951217,2,60
3918,37,0,4,6,6,4,131,"2013-03-09","2013-10-06",6,4,7.17140587964034,9,67
3919,14,0,1,5,5,6,63,"2013-04-06","2013-10-04",5,4,4.27578806324466,1,61
3920,17,1,1,3,3,1,458,"2013-02-08","2013-10-07",13,14,20.0121690360526,9,79
3921,23,0,4,1,2,6,211,"2013-03-10","2013-10-07",12,5,6.17526195039624,4,66
3922,27,0,3,4,5,6,129,"2013-03-10","2013-10-07",8,6,6.85532393627799,5,68
3923,17,0,1,3,4,4,121,"2013-03-10","2013-10-07",6,9,10.436419101263,2,71
3924,14,0,2,4,4,5,235,"2013-04-09","2013-10-07",13,11,11.5101985428804,3,59
3925,21,1,1,3,4,2,327,"2013-01-09","2013-10-07",14,14,10.8015875025637,7,93
3926,32,1,4,2,2,3,473,"2013-04-09","2013-10-07",27,23,12.6614202370318,2,62
3927,19,0,1,1,1,2,578,"2013-02-08","2013-10-07",26,32,19.017723167789,2,80
3928,13,0,1,6,1,2,108,"2013-01-08","2013-10-06",5,7,6.10796354339059,3,87
3929,24,1,1,4,4,6,286,"2013-03-10","2013-10-07",11,8,9.59771031910144,13,66
3930,21,0,1,1,2,1,81,"2010-11-20","2013-10-06",8,8,1.94840055505577,2,346
3931,16,1,1,5,5,5,86,"2012-04-14","2013-10-07",5,4,8.13637120678959,0,183
3932,19,1,2,1,2,3,427,"2012-12-10","2013-10-07",16,15,14.3293086909466,6,95
3933,22,1,1,5,6,5,123,"2013-02-08","2013-10-07",13,17,2.63527495688949,3,81
3934,20,1,1,2,2,2,291,"2011-02-18","2013-10-06",17,14,8.2732976310259,3,316
3935,27,1,2,6,6,5,129,"2013-03-09","2013-10-06",8,7,4.78050645880929,4,74
3936,9,1,1,3,4,3,24,"2013-05-09","2013-10-07",2,2,0.878006939367444,1,51
3937,17,1,4,4,4,4,173,"2013-01-09","2013-10-07",8,9,9.36144529941084,6,86
3938,20,0,1,4,4,5,243,"2010-06-24","2013-10-07",12,9,13.0496633042803,3,404
3939,22,1,2,2,3,1,177,"2010-12-20","2013-10-06",9,5,9.31512648551245,4,337
3940,17,0,1,1,1,4,82,"2013-04-08","2013-10-06",6,5,3.34052034511138,3,56
3941,20,1,4,3,3,6,472,"2013-01-08","2013-10-06",25,22,7.52697447180817,8,93
3942,19,1,1,6,6,6,354,"2011-01-20","2013-10-07",19,16,8.64117097644714,2,330
3943,11,0,4,1,1,1,75,"2013-04-09","2013-10-07",5,3,4.56411902158869,3,59
3944,20,1,2,1,1,5,321,"2011-03-21","2013-10-07",14,16,13.9582837115509,4,310
3945,11,1,1,5,6,5,111,"2013-04-09","2013-10-07",6,8,5.36698195125029,3,65
3946,15,1,1,5,5,4,332,"2013-04-09","2013-10-07",12,15,13.794044039002,4,59
3947,12,0,1,5,6,5,53,"2013-04-05","2013-10-03",2,0,5.78267429169461,1,57
3948,20,0,2,3,4,3,302,"2013-04-09","2013-10-07",26,28,7.97476386276071,1,55
3949,32,0,4,6,6,3,187,"2013-05-09","2013-10-07",10,11,10.5434925029918,5,54
3950,45,0,4,6,6,4,247,"2013-04-09","2013-10-07",10,8,11.0147825460438,7,62
3951,19,1,1,2,3,6,443,"2010-09-22","2013-10-07",19,27,11.4493488535307,6,366
3952,22,0,2,3,3,1,277,"2013-04-09","2013-10-07",18,22,7.40833189411385,5,62
3953,17,1,1,3,4,5,106,"2013-02-08","2013-10-07",6,4,5.45051435933916,5,79
3954,38,0,4,1,1,2,287,"2013-04-09","2013-10-07",14,23,10.7194633251283,6,59
3955,26,1,2,5,5,5,107,"2013-03-10","2013-10-07",9,8,3.51998587330031,2,73
3956,43,1,1,2,2,3,74,"2013-03-10","2013-10-07",6,5,4.6848998978207,1,66
3957,15,0,2,4,5,5,209,"2013-03-10","2013-10-07",13,25,8.73695116062722,3,67
3958,27,0,4,6,1,4,34,"2013-04-09","2013-10-07",3,5,0.821929120795837,3,59
3959,21,0,1,5,6,5,170,"2011-07-17","2013-10-05",11,10,5.58568313835561,3,273
3960,23,0,4,4,5,5,90,"2013-02-08","2013-10-07",5,3,4.86329579853081,6,77
3961,29,0,3,6,6,3,145,"2010-11-21","2013-10-07",6,8,2.88020345507815,6,350
3962,21,1,1,4,5,4,78,"2012-08-12","2013-10-07",6,4,9.42127878231575,2,143
3963,17,0,1,3,3,2,39,"2013-04-07","2013-10-05",4,3,1.4668188903417,0,64
3964,20,1,4,1,1,1,363,"2012-08-12","2013-10-07",28,28,8.32482172339063,4,142
3965,21,1,2,1,1,6,293,"2013-02-08","2013-10-07",21,11,6.45050712862719,5,83
3966,26,1,2,6,6,4,196,"2013-04-09","2013-10-07",11,8,13.1902599780462,4,65
3967,25,0,2,3,3,3,132,"2013-03-09","2013-10-06",9,10,3.70051799508452,3,71
3968,29,1,3,5,5,5,219,"2013-04-09","2013-10-07",11,9,9.13698254884328,2,60
3969,16,1,4,2,2,1,68,"2013-04-06","2013-10-04",3,2,8.56764007100205,3,61
3970,28,0,4,4,5,6,284,"2013-04-09","2013-10-07",11,5,11.3939249838081,4,62
3971,11,1,1,1,1,1,289,"2013-04-09","2013-10-07",9,12,17.4821589575475,4,56
3972,19,0,1,3,3,2,424,"2012-01-15","2013-10-07",14,9,14.292225289066,9,209
3973,26,1,2,1,1,2,270,"2013-03-10","2013-10-07",16,17,9.61775208867747,3,69
3974,15,1,1,1,1,3,127,"2013-04-09","2013-10-07",8,8,11.321777366993,0,55
3975,22,1,1,5,6,4,94,"2013-02-07","2013-10-06",7,16,2.35713958578302,2,79
3976,21,0,4,1,2,3,162,"2012-08-12","2013-10-07",16,16,1.87236184452678,6,139
3977,22,1,2,3,3,3,277,"2012-02-14","2013-10-07",11,5,11.8953824250943,9,200
3978,36,1,4,5,5,4,189,"2013-04-09","2013-10-07",10,5,7.07261483287372,5,56
3979,35,1,1,2,2,2,42,"2013-05-07","2013-10-05",3,2,4.05403332648396,1,50
3980,49,0,4,1,1,2,49,"2013-04-09","2013-10-07",4,1,3.52663225995761,1,58
3981,23,0,2,1,1,6,106,"2012-12-08","2013-10-05",6,11,6.97309182204615,7,102
3982,20,0,2,3,4,1,332,"2011-06-19","2013-10-07",17,25,9.80533215890424,5,276
3983,19,0,4,1,1,3,250,"2010-09-22","2013-10-07",15,15,8.39507685583523,5,366
3984,18,0,2,2,2,5,193,"2012-09-11","2013-10-07",13,20,13.7122011699843,1,133
3985,20,1,4,5,5,6,310,"2011-11-16","2013-10-07",17,16,9.15432681745648,5,230
3986,48,0,4,6,6,5,122,"2013-04-09","2013-10-07",7,11,8.32141013818322,6,65
3987,43,1,4,1,1,1,146,"2013-05-09","2013-10-07",9,13,9.04086182848115,2,47
3988,21,1,1,5,5,6,423,"2012-12-10","2013-10-07",13,8,18.6947700904428,8,99
3989,9,1,1,5,5,5,137,"2013-04-09","2013-10-07",9,9,12.3559139521644,4,57
3990,14,0,2,4,4,4,65,"2013-03-10","2013-10-07",8,4,3.02220643210937,2,69
3991,16,1,1,4,4,5,95,"2013-02-08","2013-10-07",5,6,5.03964271988988,2,75
3992,23,0,2,1,2,1,91,"2013-02-08","2013-10-07",5,6,6.84969709010029,3,75
3993,21,0,1,4,4,6,332,"2012-12-09","2013-10-06",10,6,16.0422418790594,6,98
3994,18,1,4,4,5,6,64,"2012-12-09","2013-10-06",17,21,2.02385451177407,0,96
3995,24,1,1,5,5,5,68,"2013-02-07","2013-10-06",4,6,6.04670014148328,2,77
3996,13,0,4,6,6,6,151,"2013-04-08","2013-10-06",11,12,1.57509626887637,6,62
3997,22,1,4,3,3,2,65,"2012-11-10","2013-10-07",5,7,7.13340908155051,4,111
3998,16,0,1,2,3,3,136,"2013-04-08","2013-10-06",8,2,4.54020322779859,6,63
3999,11,1,1,4,4,6,124,"2013-04-09","2013-10-07",8,3,2.89859801159582,7,64
4000,24,1,1,6,6,1,298,"2013-04-09","2013-10-07",17,26,12.2153425580238,4,56
4001,20,1,1,3,3,2,354,"2012-02-14","2013-10-07",27,25,9.88595589890306,3,195
4002,27,1,1,3,3,2,148,"2013-04-08","2013-10-06",8,11,9.95961626668694,1,60
4003,48,0,4,3,4,1,165,"2013-04-09","2013-10-07",8,11,9.11098177279868,6,63
4004,48,0,1,3,3,1,130,"2013-04-09","2013-10-07",9,13,5.89974097582379,4,59
4005,27,1,1,1,2,3,185,"2013-05-08","2013-10-06",7,11,7.75411774315964,10,46
4006,20,0,1,3,3,1,216,"2013-04-09","2013-10-07",10,7,11.3044925915624,1,64
4007,24,1,2,6,6,4,64,"2010-12-15","2013-10-01",3,3,7.47727149096551,1,343
4008,44,1,1,2,2,2,174,"2013-03-09","2013-10-06",9,9,12.32659038283,3,71
4009,16,0,4,6,6,4,209,"2013-03-09","2013-10-06",9,11,9.97749225098435,3,74
4010,15,0,1,1,1,3,37,"2013-04-08","2013-10-06",3,2,1.05006903702809,2,64
4011,45,0,4,3,3,4,279,"2013-03-10","2013-10-07",10,5,13.8167033543561,4,66
4012,17,0,4,3,3,3,185,"2013-01-09","2013-10-07",5,5,21.5821406903699,1,86
4013,18,0,4,4,4,2,486,"2013-02-08","2013-10-07",18,13,13.5093137609261,7,84
4014,37,1,1,6,6,4,92,"2013-04-08","2013-10-06",6,4,5.16221662290158,5,64
4015,22,0,1,4,4,4,40,"2013-02-07","2013-10-06",8,19,2.87324569522764,0,78
4016,14,0,1,5,5,4,93,"2013-04-08","2013-10-06",3,4,11.7049187125995,3,63
4017,13,0,2,5,5,4,66,"2013-03-10","2013-10-07",5,4,4.0745849011888,1,67
4018,15,0,1,5,5,4,224,"2013-05-09","2013-10-07",9,4,12.0764408297082,9,53
4019,22,0,1,6,6,4,119,"2013-01-08","2013-10-06",10,10,2.21158286034673,5,89
4020,20,0,4,2,2,2,339,"2012-02-14","2013-10-07",23,13,5.72876738439884,3,200
4021,21,1,2,3,3,3,253,"2012-10-11","2013-10-07",11,8,15.1654738266572,4,122
4022,12,0,4,2,2,1,95,"2013-05-09","2013-10-07",8,2,3.30591452281351,3,54
4023,15,0,4,1,2,3,122,"2012-06-12","2013-10-06",6,5,4.84203797319738,2,163
4024,19,1,1,6,6,4,219,"2012-11-09","2013-10-06",11,2,4.48576822115643,6,114
4025,19,1,1,6,6,1,157,"2012-10-10","2013-10-06",8,8,4.66825544220329,8,119
4026,14,0,4,3,3,2,165,"2013-04-08","2013-10-06",12,8,3.77274460747487,7,55
4027,17,0,2,5,6,6,116,"2012-10-11","2013-10-07",7,4,10.0324249221514,1,117
4028,22,1,1,6,6,5,156,"2013-03-09","2013-10-06",15,6,2.50978396702334,0,74
4029,19,1,2,4,4,6,215,"2013-01-09","2013-10-07",9,9,15.5881661995759,3,92
4030,19,1,1,1,2,3,425,"2010-01-24","2013-10-06",19,16,14.2241761586567,4,452
4031,20,1,1,6,6,6,94,"2013-04-08","2013-10-06",6,10,3.43112849741193,9,58
4032,26,1,4,1,1,2,165,"2013-04-09","2013-10-07",9,1,8.11570326016072,2,64
4033,24,1,4,4,4,1,197,"2013-02-08","2013-10-07",12,8,9.92219824864521,3,75
4034,20,1,1,2,2,2,438,"2010-08-23","2013-10-07",37,22,6.39628434967409,2,384
4035,14,1,1,2,2,3,191,"2013-03-09","2013-10-06",9,6,8.59827878799941,4,70
4036,20,0,4,6,6,3,168,"2012-08-12","2013-10-07",11,16,9.10089565351519,2,144
4037,19,0,1,3,3,3,165,"2012-08-12","2013-10-07",8,7,5.49266861738967,7,137
4038,23,0,2,1,1,2,277,"2013-03-10","2013-10-07",14,11,12.8155938314573,5,68
4039,18,1,4,3,3,2,179,"2012-11-10","2013-10-07",12,3,7.65087890081969,5,110
4040,21,1,2,4,4,5,5790,"2013-10-01","2013-10-07",43,40,20.1670197686087,110,54
4041,20,1,2,6,1,4,98,"2010-02-23","2013-10-06",10,11,6.66302874158009,1,437
4042,34,0,4,3,3,5,238,"2013-04-09","2013-10-07",11,8,14.6769919764139,3,63
4043,47,1,4,2,2,1,124,"2013-04-09","2013-10-07",7,4,9.52384900198352,4,59
4044,25,1,2,1,1,3,146,"2013-04-09","2013-10-07",13,10,3.50738746038886,3,59
4045,14,1,1,3,4,1,55,"2013-04-08","2013-10-06",3,2,10.9426990486872,1,58
4046,22,0,4,2,2,3,141,"2012-12-10","2013-10-07",8,13,4.62736421531213,3,101
4047,49,0,4,1,2,2,45,"2013-06-08","2013-10-07",3,3,3.99644740895066,1,45
4048,20,0,1,2,3,5,303,"2011-12-16","2013-10-07",14,8,9.61596929210085,6,223
4049,21,1,1,5,5,5,115,"2011-10-16","2013-10-06",6,9,8.6377784613546,3,235
4050,27,0,4,2,2,2,94,"2013-03-09","2013-10-06",5,8,10.1965190330397,1,70
4051,22,0,1,1,1,3,25,"2010-04-25","2013-10-07",3,3,3.85340064739515,0,418
4052,46,1,4,4,5,6,153,"2013-04-07","2013-10-05",9,5,7.90900174785492,0,57
4053,16,1,1,1,1,3,192,"2013-04-09","2013-10-07",9,4,8.536926755852,4,55
4054,28,1,1,5,6,4,82,"2013-04-08","2013-10-06",8,12,4.39329098709275,0,64
4055,17,0,1,5,5,4,41,"2013-04-05","2013-10-03",4,5,0.0534744473872597,1,58
4056,28,0,4,1,2,6,16,"2013-04-07","2013-10-05",2,6,4.11869921447403,0,59
4057,19,1,1,2,3,1,324,"2012-04-14","2013-10-07",19,12,6.13532676452166,6,176
4058,14,1,4,5,5,4,216,"2013-03-10","2013-10-07",12,15,12.6877568728971,3,72
4059,39,1,4,6,6,6,273,"2013-04-09","2013-10-07",18,18,5.84891222534757,6,58
