"","Date / Time","City","State","Shape","Summary","Posted","Duration"
"11163","10/13/07 04:50","Noida (India)","","Fireball","FOOTBALL SHAPED AND SIZED BRIGHT OBJECT IN THE NIGHT SKY","11/28/07",2
"11164","10/10/07 20:24","West Palm Beach florida","FL","Fireball","Burning ball across the sky over central/south florida. Strobing effect towards end of the final view of object.","11/28/07",3
"11165","10/3/07 14:30","Plattsmouth","NE","Fireball","While I was driving north towards Plattsmouth, NE, between 2:30 and 3:30PM, I looked up to about 1:00 in the sky and saw a big, bright","10/8/07",3
"11166","10/3/07 14:00","Mora","MN","Fireball","Flaming object seen over Minnesota Sky","10/8/07",NA
"11167","9/29/07 00:35","West Yellowstone","MT","Fireball","Fireball mile off ground under the clouds but above the tree lines.","10/8/07",2
"11168","9/22/07 22:00","Lebanon","OR","Fireball","Silent red and orange energy fireball glides just over tree tops in forested backyard outside of Lebanon, Oregon","10/8/07",1
"11169","9/22/07 21:20","DeWitt","MI","Fireball","2 lower flying small orange balls of that looked like fire and made no sound flying steadily.","10/8/07",4
"11170","9/21/07 21:15","Covington","TN","Fireball","lookin north debre fell from west to east   space junk i guess","10/8/07",6
"11171","9/20/07 17:00","Long Beach","CA","Fireball","fireballs in a triangle   ((NUFORC Note:  Student report.  PD))","4/17/08",10
"11172","9/18/07 01:58","Kennesaw","GA","Fireball","Mysterious light traveling North over Kennesaw, GA","10/8/07",1
"11173","9/15/07 20:15","Loogootee","IN","Fireball","Orange fireball in western sky","10/8/07",5
"11174","9/15/07 19:35","Kingston","RI","Fireball","Pinkish Red Fireball Flash Sighting.  ((NUFORC Note:  Student report.  PD))","11/28/07",2
"11175","9/13/07 21:15","Chillicothe","OH","Fireball","5-7 large orange spheres.","10/8/07",30
"11176","9/13/07 20:55","Loveland","OH","Fireball","Inexplicable fires in sky over Clermont County, Ohio","10/8/07",3
"11177","9/2/07 21:15","Indianapolis","IN","Fireball","Orange/red fireballs over Indianapolis.","10/8/07",10
"11178","9/1/07 21:30","Roseville","MI","Fireball","We noticed a firey orange object with a white light that rotated around it moving slowly in the sky.","10/8/07",3
"11179","9/1/07 21:05","Charlotte","MI","Fireball","Bright orange flame, low in sky moving in a NE direction over Charlotte, MI","10/8/07",3
"11180","9/1/07 19:55","Tacoma","WA","Fireball","We witnessed a bright green ""meteor-like"" object shoot downward in front of us.  ((NUFORC Note:  Possible meteor?  PD))","10/8/07",4
"11181","8/31/07 20:25","Meriden","CT","Fireball","Initially spotted round orange fireball in Western sky, at an altitude approximately you'd see a small plane fly. Traveled East, then t","10/8/07",5
"11182","8/27/07 17:30","Alvin","TX","Fireball","Red and green object with noise that made a thumping noise when it hit the ground.","6/12/08",20
"11183","8/25/07 22:30","Baldwin","MI","Fireball","Orange Fireball object just above tree line in Western Michigan.","10/8/07",1
"11184","8/24/07 20:28","Kansas City","KS","Fireball","Seconds later the four objects became one and looked like a huge fireball falling fast from the sky.","6/12/08",1
"11185","8/21/07 23:30","Ewa Beach","HI","Fireball","Spherical high altitude explosion and flash of light over Ewa Beach","10/8/07",3
"11186","8/16/07 22:50","New York City (Brooklyn)","NY","Fireball","Bright Neon Blue/Green Fireball flashed in the Brooklyn Sky on August 16, 2007","10/8/07",3
"11187","8/15/07 22:40","Montreal (Canada)","QC","Fireball","bluish white fireball observed during 3-5 sec. on SW to NE trajectory over Montreal --possible sat reentry","10/8/07",5
"11188","8/15/07 22:00","Alvin","TX","Fireball","Various high altitude objcets seen around Houston-Alvin, Texas areas during storm.","10/8/07",NA
"11189","8/15/07 21:00","Conklin","MI","Fireball","3 silent fireballs very low moving slowly to the west my husband who seen the same thing but at dif location same night.","5/13/12",15
"11190","8/15/07 16:00","Prescott Valley","AZ","Fireball","2 orbs of fire that kept disappearing and reappearing","3/23/11",30
"11191","8/15/07 02:00","Jacksonville","FL","Fireball","((HOAX??))  Fire ball with red lights, red tail behind it and a tall object.  ((NUFORC Note:  Student report.  PD))","3/4/08",NA
"11192","8/15/07 00:30","Glasgow (UK/Scotland)","","Fireball","Witnessed an orange orb of light that appeared within a few feet of me in my house around 2007.","8/30/13",20
"11193","8/12/07 23:00","Slades Corners","WI","Fireball","My friends and I were standing in a street when we noticed a bright blueish/white light 20 ft in the air that caused a power outage.","10/8/07",NA
"11194","8/12/07 03:00","Azusa","CA","Fireball","Azusa Mountains is a Highway for UFOS.","3/4/08",6
"11195","8/12/07 01:00","Lynn","MA","Fireball","2 balls of fire spheres not that big they seem to be observing earth is what i believe they moved fast like speed of light.","10/31/08",10
"11196","8/11/07 20:30","Baton Rouge","LA","Fireball","Flaming Ball over Baton Rouge","8/14/07",7
"11197","8/11/07 00:45","Grenada","CA","Fireball","Huge, neon green fireball with orange halo travelling very fast perpendicular to earth in northern CA","8/14/07",4
"11198","8/11/07 00:15","Pittsburg/Antioch","CA","Fireball","white ball of light illuminated sky over Hwy 4","8/14/07",3
"11199","8/11/07 00:05","Oakdale","CA","Fireball","Multiple reports of earthquakes, sonic booms, fireballs, meteors, ufos's","10/8/07",10
"11200","8/8/07 20:00","Fort Davis","TX","Fireball","green fireball sightings in Texas","3/31/08",4
"11201","8/7/07 23:48","Tooele","UT","Fireball","Very high, very fast, and in a unique shape.","8/14/07",57
"11202","8/7/07 22:00","Erie","PA","Fireball","Orange Flaming Orbs fall from the sky over Lake Erie, August, 2007","8/24/10",NA
"11203","8/7/07 05:00","New Zealand","","Fireball","domed ufo in fireball spotted over New Zealand","10/8/07",1520
"11204","8/5/07 22:10","Coventry Area (UK/England)","","Fireball","An orange light, which looked spherical, passed across the sky SW from Coventry to NE in a corkscrew trajectory then straight line out","1/10/09",NA
"11205","8/5/07 16:30","East Hartford","CT","Fireball","SITTING AROND ON THREE FLOOR WHEN WE THOUGHT WE SEEN A COMET.","10/31/08",NA
"11206","8/5/07 13:22","Los Angeles","CA","Fireball","We saw 2 firey orange orbs, like 2 small suns near each other, west of the Los Angeles skyline for 5-9 seconds at 1:22 in the afternoon","8/7/07",9
"11207","8/4/07 20:30","Baton Rouge","LA","Fireball","Flaming Ball over Baton Rouge","8/14/07",7
"11208","8/4/07 03:30","Wilmington","NC","Fireball","Fireball O'er Wilmington, NC. Unexplicable illuminations","8/7/07",5
"11209","8/3/07 23:30","Bethlehem","CT","Fireball","Ball of White Fire Shoots Across the Sky in Bethlehem","8/7/07",30
"11210","8/2/07 21:50","Redmond","WA","Fireball","UFO Sighting","8/7/07",15
"11211","7/29/07 06:20","Mishawaka","IN","Fireball","7/29/07 0620 Mishawaka three lights with tails in shape of upside down triangle moving east","8/7/07",10
"11212","7/27/07 22:30","North Myrtle Beach","SC","Fireball","green fireball seen north myrtle beach","8/7/07",5
"11213","7/27/07 21:00","Myrtle Beach","SC","Fireball","Bright white fireball with blue green and red tail shoots accross the sky during baseball game.","8/7/07",1
"11214","7/24/07 09:45","Demotte","IN","Fireball","White ball of light with tail","8/7/07",NA
"11215","7/23/07 22:50","Flower Mound","TX","Fireball","Fireball near DFW Airport on 7/23/07","8/7/07",3
"11216","7/21/07 06:15","Mishawaka","IN","Fireball","07/21/07 mishawaka IN falling star looking light 0630 stopped falling and just sat there in the sky","8/7/07",10
"11217","7/21/07 04:30","Rockford","IL","Fireball","Bright glowing object exiting earth's atmosphere w/ object ejmitted from glow at very fast speed","10/8/07",5
"11218","7/20/07 22:45","Edmore","MI","Fireball","Orange light/fireball low to ground then moving.","8/7/07",5
"11219","7/20/07 18:00","oceanside","CA","Fireball","sighting,experiences,dreams,my story","12/12/11",9
"11220","7/19/07 18:12","Wyandotte","MI","Fireball","At about 6:10 p.m., I was sitting with my mother and  5 year old daughter at the park, and along with us there were two other children","8/7/07",30
"11221","7/19/07 01:40","Orlando","FL","Fireball","Fire-Ball/Bolide Observed…","8/7/07",NA
"11222","7/15/07 01:00","Durham","CT","Fireball","Green Fireball moving from left to right and then descended moved at a very fast pace no sound.","1/21/08",7
"11223","7/15/07 00:00","Hamburg (Germany)","","Fireball","20 light spheres travelling across the sky over Hamburg, Germany, on 15th Jul 2007","8/7/07",NA
"11224","7/12/07 21:00","St. Charles","IL","Fireball","I think there were humans aboard this giant ufo craft, The air forces span for hours.  ((NUFORC Note:  Star or planet?  PD))","8/7/07",NA
"11225","7/9/07 22:00","Karnal (India)","","Fireball","tv vuideo","8/7/07",2
"11226","7/8/07 22:00","Portland","CT","Fireball","Fireball,very low and then went higher into the sky and dissappeared","8/7/07",5
"11227","7/8/07 20:30","Kurnool (India)","","Fireball","Two flash lights in sky","8/7/07",3
"11228","7/7/07 23:10","Hartlepool (UK/England)","","Fireball","Soundless bright light seen over North East coast of England","8/7/07",2
"11229","7/7/07 22:30","Fort Wayne","IN","Fireball","This craft was obviously aware of us getting the camera.","8/7/07",20
"11230","7/7/07 22:30","Fremont","IN","Fireball","UFOs shape like a glowing flame crafts viewed by many, I  video taped 3 of them on July 7, 2007 at Clear Lake, Indiana at night","8/7/07",30
"11231","7/6/07 02:20","Abilene","TX","Fireball","Largest ""Falling Star"" I've ever seen","8/7/07",2
"11232","7/4/07 23:30","Hutchinson","KS","Fireball","Five Very large fireballs right over our neighborhood.","8/7/07",NA
"11233","7/4/07 23:00","Indianapolis","IN","Fireball","Flaming object in sky.","8/7/07",45
"11234","7/4/07 22:21","Riverside","CA","Fireball","An orange fireball like light moved right to left, than stopped and hovered.","8/7/07",NA
"11235","7/4/07 21:00","Spring Valley","CA","Fireball","mysterious stationary red light stationary in Southeast, that slowly started to move, gradually gaining speed then disapering","8/7/07",5
"11236","7/4/07 21:00","Alexandria","LA","Fireball","Ball of fire in Louisiana 7/4/07","11/28/07",15
"11237","7/4/07 02:00","Lake Arrowhead","CA","Fireball","Felt vibration through the house and saw green ball of light flying at high rate speed.","8/7/07",10
"11238","6/30/07 22:30","Southington","CT","Fireball","After fireworks display, many people including ourselves saw very fast moving objects one after the other moving west to east.  Speed v","8/7/07",15
"11239","6/29/07 23:40","Noblesville","IN","Fireball","Bright fireball spotted over Noblesville Indiana","8/7/07",3
"11240","6/26/07 21:00","Rockwell City","IA","Fireball","Fire Ball","3/4/08",NA
"11241","6/24/07 21:50","Williamsport","PA","Fireball","Fireball in the sky over the Susquehanna River in Williamsport, PA.","8/7/07",2
"11242","6/24/07 21:15","Saint Coud","FL","Fireball","Red glowing, star-like, fire ball in  ther Central Florida skies.","8/7/07",5
"11243","6/23/07 21:30","Saint Cloud","FL","Fireball","Red glowing light west of Kennedy Space Center","8/7/07",10
"11244","6/23/07 21:10","Grand Bay","AL","Fireball","Decending Green fire ball traveling east to west over south Mobile county , Alabama","8/7/07",5
"11245","6/22/07 04:30","Berlin Heights","OH","Fireball","These lights were definitely not airplane lights...these things were huge glows.","8/7/07",45
"11246","6/21/07 23:15","Mobile","AL","Fireball","Left my brothers home at 1115 pm on thursday night. Got in car and backed out of drive way. Saw bright green flash of light in southern","8/7/07",2
"11247","6/20/07 23:00","San Juan Bautista","CA","Fireball","In the dead of night a bright orb rose from the ground, changed colors, appeared to grow in size, and teleported away","1/31/11",2
"11248","6/18/07 04:45","Salt Lake City","UT","Fireball","Green Fireball in Salt Lake.","8/7/07",5
"11249","6/17/07 02:30","Saint John (Canada)","NB","Fireball","Flashing starlight objects hovering in sky.  ((NUFORC Note:  Stars or planets??  PD))","8/7/07",10
"11250","6/16/07 00:45","Limassol (Cyprus)","","Fireball","We are not Crazy in any way, but what we saw is real.we live in Limassol, Cyprus and at 23.20 on the 14th June 07, my wife saw a UF","8/7/07",NA
"11251","6/15/07 10:30","Monroe","MI","Fireball","Blue-ish fireballs in sky.","8/7/07",8
"11252","6/6/07 00:00","White City","NM","Fireball","I was standing next to a Big Red glowing lava Moon that was turning off and on creating a storm.","8/12/08",NA
"11253","6/5/07 21:30","Williamsport","PA","Fireball","Bright orange fireball","8/7/07",3
"11254","5/31/07 21:30","Detroit","MI","Fireball","Was talking with friends when we saw two fireballs flying accross the sky in southwest detroit.  Lasted approx. 5 min.","6/12/07",5
"11255","5/31/07 10:24","Pascagoula","MS","Fireball","3 possible ufos over ocean?","8/7/07",5
"11256","5/30/07 21:00","Safford","AZ","Fireball","Fire ball in sky over Safford Arizona","6/12/07",5
"11257","5/27/07 22:00","Corona","CA","Fireball","Orange glow over Corona, California","6/12/07",15
"11258","5/26/07 23:30","Russels Point","OH","Fireball","Orange ball crosses over crowded lake in straight line","8/12/08",60
"11259","5/26/07 21:10","Westminster","MD","Fireball","A huge Fireball changing shape and colors captured on video while moving over our house!.","6/12/07",5
"11260","5/24/07 00:00","Denton","TX","Fireball","fireball with no sound","8/7/07",10
"11261","5/20/07 19:15","Sacramento","CA","Fireball","It was as fast as a shooting star, but shooting stars are not red, especially at dusk against a clear sky","6/12/07",5
"11262","5/15/07 23:40","Southington","CT","Fireball","A fireball-like object twice the size of a star appeared and moved north with great speed, followed by a flash of light.","6/12/07",NA
"11263","5/13/07 02:00","Lawton","OK","Fireball","I was visiting friends in Lawton and everyone had gone to bed.  I was sitting in the backyard relaxing and enjoying the clear warm nig","6/12/07",7
"11264","5/4/07 21:00","West Chester","PA","Fireball","Two eyewitness accounts of sighting","6/12/07",10
"11265","5/4/07 10:00","Derbyshire (UK/England)","","Fireball","Hello The reason for any delay in sending this is what you covered on coast to coast 20/6/2012. The event was seeded in my mind bec","7/4/12",4
"11266","5/1/07 21:50","Paddock Lake","WI","Fireball","Green fireball in western Wisconsin sky","6/12/07",5
"11267","4/27/07 21:40","Indio","CA","Fireball","Bright object breaks off into three objects and then joins and breaks off again before making an abrupt turn","6/12/07",8
"11268","4/24/07 03:00","Homer","AK","Fireball","Approx. 3:30 AM on the morning on April 24th four male adults driving alongside Kachamak Bay, in Homer, AK.","4/27/07",5
"11269","4/22/07 09:55","Charlotte","NC","Fireball","I thought it was a firework at first...then I realized it was too big and way too fast.  We live about 15 miles from airport....this wa","4/27/07",NA
"11270","4/21/07 22:20","Alfreton (UK/England)","","Fireball","4 fireballs in total, 1st 3 formed triangle...then gradually disappeared...4th hovered in same area before also disappearing.","4/27/07",5
"11271","4/20/07 23:00","Rifle","CO","Fireball","I noticed the ground light-up","4/27/07",30
"11272","4/20/07 22:00","Littleton","CO","Fireball","On April 20, 2007, at approx. 10:00 PM, blueish fireball descends low near downtown Littleton, CO.  ((NUFORC Note:  Meteor??  PD))","4/27/07",4
"11273","4/16/07 21:05","Brentwood","CA","Fireball","3 fiery, balls of light moving slowly across the night sky within a 45 minute time frame.","4/27/07",5
"11274","4/7/07 12:24","Spokane","WA","Fireball","Strang orange glow in Eastern Washington","4/27/07",20
"11275","4/1/07 03:00","Mooresville","NC","Fireball","Star appearance with rapid accelerations and instant major changes of velocity for over two hours witnessed by 5 people with some video","4/27/07",3
"11276","3/31/07 18:30","Sydney (Australia)","","Fireball","Before dark yesterday a huge bright golden light was seen, before it exploded and shot off on a right hand downward trajectory.","4/27/07",10
"11277","3/25/07 19:00","Yuma","AZ","Fireball","fiery ball in the south eastern sky","4/27/07",NA
"11278","3/23/07 00:00","Goodyear","AZ","Fireball","Strrange Fireball over Goodyear Arizona","4/27/07",5
"11279","3/23/07 11:30","Hanson","KY","Fireball","exploding ball of light flooded kitchen","4/27/07",4
"11280","3/23/07 08:10","Peoria","AZ","Fireball","round ball, different colors, vanished, traveling in a few directions","4/27/07",10
"11281","3/20/07 23:16","Pearl Harbor","HI","Fireball","Fireball in Hawaii","4/27/07",NA
"11282","3/19/07 20:15","Berlin","WI","Fireball","It would disappear in one part of the sky for a second then would reappear in a spot a very long distance from where it had disappeared","4/27/07",15
"11283","3/18/07 19:00","Norco","CA","Fireball","fireball heading NE (towards Naval Weapons Center) in Norco","4/27/07",10
"11284","3/18/07 19:00","Upland","CA","Fireball","Blue/ Green Fireball fly across the sky in Upland, Ca 3/18/07","4/27/07",10
"11285","3/17/07 21:55","Aledo","TX","Fireball","fiery, comet-like meteoroid","4/27/07",NA
"11286","3/16/07 21:35","Issaquah/North Bend","WA","Fireball","Bright green 'fireball' with distinct tail traveling southbound from I-90 and Highway 18","4/27/07",30
"11287","3/11/07 20:10","Scarborough (Canada)","ON","Fireball","Green fireball streaks across the Scarborough sky","4/27/07",5
"11288","3/11/07 20:00","Waynesburg","OH","Fireball","Green fireball in W sky, leaving trail and then exploding.  ((NUFORC Note:  We suspect that the object may have been a meteor.  PD))","4/27/07",5
"11289","3/11/07 19:58","Toronto (Canada)","ON","Fireball","Big flaming intense green meteor(ite?) travelling south, very low in the sky. Very cool. Looks like it would have landed in the south o","4/27/07",6
"11290","3/11/07 13:30","Kamas","UT","Fireball","((HOAX??))  red light that was on the grond  that went fast in kamas ut","8/14/07",3
"11291","3/2/07 20:30","San Diego","CA","Fireball","White fire ball changed speeds went from east to west and dropped (into the sea?) off of Del Mar San Diego","3/8/07",60
"11292","3/1/07 23:30","Hollywood","CA","Fireball","Brilliant ball of light streaks across the sky and disappears over the horizon. ((NUFORC Note:  Meteor??  Other reports.  PD))","3/8/07",2
"11293","3/1/07 21:30","Halletsville","TX","Fireball","Greenish fireball fall from sky straight down.  ((NUFORC Note:  Possible meteor??  PD))","3/8/07",5
"11294","2/28/07 18:00","Atlanta","GA","Fireball","Fixed bright white dot seen near Atlanta Airport, Feb 28 from aircraft.","3/8/07",40
"11295","2/25/07 23:00","Fort Lauderdale","FL","Fireball","Burning fireball shoots through northern sky over Florida","3/8/07",5
"11296","2/25/07 22:20","Horseshoe","NC","Fireball","A fireball burning a bright greenish-yellow streaked across the road I was driving on.","3/8/07",8
"11297","2/24/07 19:00","Oak Island","NC","Fireball","Huge light source, movement, flashing lights seen over Oak Island, North Carolina","3/8/07",20
"11298","2/22/07 20:15","Columbus (north of)","GA","Fireball","Green fireball in the night sky - traveling East to West - Harris County north of Columbus GA HWY 85","2/24/07",7
"11299","2/21/07 21:17","Spruce Pine","NC","Fireball","large neon green ball with greenand white tail shooting across sky.  ((NUFORC Note:  Possible meteor.  PD))","2/24/07",5
"11300","2/21/07 21:00","Rome","GA","Fireball","Blue-green ball of light emitting sparks streaking across sky in Rome, GA.  ((NUFORC Note:  Possible meteor?  PD))","2/24/07",5
"11301","2/18/07 22:00","Sacramento","CA","Fireball","Bright turquoise light in Sacramento, CA","2/24/07",NA
"11302","2/18/07 20:00","Hays","MT","Fireball","Moving, red, yellow, orange, blue, green dancing and blinking in the western sky near Hays.  ((NUFORC Note:  Venus??  PD))","2/24/07",10
"11303","2/17/07 21:00","Dumfries (UK/Scotland)","","Fireball","Orange lights in sky","3/8/07",NA
"11304","2/14/07 23:00","Exton","PA","Fireball","two glowing fireballs changing colors outside Philadelphia.  ((NUFORC Note:  Possible sighting of Sirius??  PD))","2/24/07",45
"11305","2/12/07 23:00","Aurora Siderd  (Hwy. 400) (Canada)","ON","Fireball","2007-02-12 23:00 est Orange - Green northwest streak across central Ontario - space debris","2/24/07",2
"11306","2/5/07 20:42","Dumfries (UK/Scotland)","","Fireball","Saw bright orange objects at night in the sky.","2/24/07",NA
"11307","2/4/07 22:00","Cole Camp","MO","Fireball","As several others here have reported on the evening of Feb 4, 2007 at approximately 10 P.M. an object was observed by myself and my wif","1/10/09",115
"11308","2/4/07 19:55","Truxton","MO","Fireball","Large bright greenish blue light with very long tail. smaller than aircraft , size of very small car.","2/24/07",NA
"11309","2/4/07 19:30","Burbank","CA","Fireball","Bright orange light over Burbank, CA Feb 4, 2007","2/24/07",2
"11310","2/2/07 02:30","Jamaica","VT","Fireball","Orange Orb Jamaica,Vermont.","4/27/07",NA
"11311","2/1/07 21:00","Grand Rapids","MN","Fireball","Saw bright blue ball travel across sky.","2/24/07",3
"11312","2/1/07 20:25","Los Angeles","CA","Fireball","Large fireball headed to land just off the coast of L.A. on the S edge of malibu. ((NUFORC Note:  Other repts.  Possible meteor??  PD))","3/8/07",45
"11313","1/29/07 20:00","Pittsburgh","PA","Fireball","Driving North on Route 60, near the Pittsburgh International Airport. Above the airport, and a little north, there was a bright reddish","2/1/07",3
"11314","1/27/07 12:30","Washington, D.C.","DC","Fireball","Fireball Over Capitol Hill- Very Long Deep Blue Tail- During Anti- War Rally","2/24/07",4
"11315","1/27/07 12:17","Spotsylvania","VA","Fireball","Bright, Green ball of light flying at high speed at mid day.","2/1/07",45
"11316","1/25/07 20:30","Deer Park","NY","Fireball","Fireball-like light looked as if it was crashing into near by Harbor (Long Island, NY)","3/4/08",5
"11317","1/25/07 19:10","Frankfort","IN","Fireball","Stationary orange lights in sky NE of Frankfort, Indiana on 2/25/07","2/1/07",15
"11318","1/25/07 18:30","Honolulu","HI","Fireball","strange fireball with tracers lasting 1+hrs. changing directions","2/1/07",1
"11319","1/24/07 20:00","Western Carolinas/ Upstate SC","SC","Fireball","Blue-Green Fireballs Seen By Dozens","2/1/07",NA
"11320","1/24/07 20:00","Franklin","NC","Fireball","Green ball of light over Western NC","2/1/07",3
"11321","1/24/07 19:55","Chesapeake","VA","Fireball","WE WERE WAS STOPPED AT THE RED LIGHT, AT THE INTERESECTION OF DOMINION BLVD. AND MOSES GRANDY TRAIL..(FACING WEST) AND WE SAW A FIREBAL","2/1/07",30
"11322","1/24/07 08:00","Mauldin","SC","Fireball","A desending greenish fireball , falling from the sky really fast.","2/1/07",5
"11323","1/23/07 21:00","Carroll Valley","PA","Fireball","orange round object in field","6/12/07",15
"11324","1/22/07 20:30","Sebring","FL","Fireball","Four gold fireballs moving across the sky in a line over Highlands County, FL","2/1/07",4
"11325","1/15/07 07:45","Orange City","FL","Fireball","Like a falling star but much too close.  Yellow, orange, and red.  Falling fast flared up then faded to yellow","2/1/07",25
"11326","1/14/07 23:00","Oakland","CA","Fireball","I saw a fireball drop rapidly in the sky in front of me then obviously shoot away and disappear.","2/1/07",3
"11327","1/12/07 17:09","Wellesley","MA","Fireball","Green fireball seen close to horizon","2/24/07",3
"11328","1/12/07 17:09","Boston","MA","Fireball","green light streaks over the middle of the Charles River in the area of the Hatch Shell","2/1/07",2
"11329","1/10/07 23:30","Toms River","NJ","Fireball","yellow fireball shot off","2/1/07",10
"11330","1/10/07 17:35","Desoto","MO","Fireball","bright light over missouri moving at improbable speeds.","2/1/07",30
"11331","1/8/07 23:45","Hampden","ME","Fireball","I was driving home when I saw a bright, yellowish, orange orb in the night sky.  The object moved at a slow rate and hovered","2/1/07",2
"11332","1/8/07 18:45","Rowesville","SC","Fireball","FIREBALL TRAVELING NE TO SW .ORANGE WITH RED AND GREEN AND GREY SMOKE TRAIL.  ((NUFORC Note:  Meteor?  PD))","2/1/07",5
"11333","1/8/07 17:39","Los Angeles","CA","Fireball","Three lights or fireballs over Los Angeles, one was green, purple and blueish/white, at 7:40pm 1/8/07.  Exact incident in Singapore","2/1/07",NA
"11334","1/7/07 02:30","Downey","CA","Fireball","Bright Fire Object moving over city in Downey, California","2/1/07",5
"11335","1/6/07 18:45","Smoaks","SC","Fireball","object was seen above tree line and was very bright.object was hovering and was slowly dropping lower on the horizon.got into my car wi","2/1/07",10
"11336","1/5/07 18:00","Blackshear","GA","Fireball","Big glow of neon green falling from the sky","2/1/07",10
"11337","1/4/07 22:46","Antioch","CA","Fireball","Bright red flash of light hovering over Fairfield/Antioch area","2/1/07",2
"11338","1/4/07 06:14","Manhattan","MT","Fireball","Orange flame colored comet-like object travelling North to South over Manhattan, Montana.  Silent.","2/1/07",15
"11339","1/3/07 23:30","Shattuck","OK","Fireball","It was a  fast blue, green and white ball of flame shooting from east to north, that then just was gone.","2/1/07",NA
"11340","1/3/07 22:38","Grand Pass","MO","Fireball","muti-color fireball  with exploding head","2/1/07",4
"11341","1/2/07 22:15","Worcester","MA","Fireball","a green fireball that moved quickly down and up and then across the sky before it disappeared.","2/1/07",10
"11342","1/2/07 00:00","Seattle","WA","Fireball","((HOAX))  it was really fast, faster then any airplane. It was red, made a microwave sound. Thats it, because I was drunk.","6/12/07",30
"11343","1/1/07 00:20","Cape Coral","FL","Fireball","18 lights east to west in sky  faster then airliners after fireworks ended on NEWYEARS EVE ---- SCARY","2/1/07",10
"11344","1/1/07 00:06","Montclair","CA","Fireball","walk outside, just before new years count down, great view of the sky.waiting, listening and watching for any fire works, common du","2/1/07",7
"11345","12/31/06 21:47","Fairbanks","AK","Fireball","We were on the porch the orange object went from east to west across the town sat on the west side for 45 seconds then went into space.","12/20/12",4
"11346","12/31/06 16:30","East Mesa","AZ","Fireball","White fireball in NE Mesa New Year's Eve","2/1/07",15
"11347","12/29/06 20:00","Hervey Bay (Australia)","","Fireball","slowly moving light that flared to 4 times its size then slowly dimmed down and dissapeared, travelling a total distance of approx 20 m","2/1/07",1
"11348","12/27/06 20:30","St. George","UT","Fireball","the object moved at speed from one place to enother,then stop exploited with green light","2/1/07",NA
"11349","12/26/06 19:00","St. George","UT","Fireball","A UFO was sighted by two people in St. George on 12/26/06","2/1/07",5
"11350","12/26/06 18:45","Kirkuk (Iraq)","","Fireball","2 Groups of Stationary Fire Lines lasting over an hour","2/1/07",NA
"11351","12/24/06 22:00","Indianapolis","IN","Fireball","Large Red Orb on Highway","2/1/07",1
"11352","12/22/06 07:11","Delhi (India)","","Fireball","I saw a UFO who shape was like a fireball manuevering sofisticately","2/1/07",NA
"11353","12/21/06 17:58","Northern Territory (Canada)","NT","Fireball","As I looked outside to do a weather observation prior to my hourly report,I saw this brilliant light I thought at first was a star,but","2/1/07",30
"11354","12/19/06 20:40","Ridgecrest","CA","Fireball","Ball of fire was dancing around in the sky above Ridgecrest, Ca at exactly 8:40 p.m.","2/1/07",5
"11355","12/18/06 16:00","Rockaway","NJ","Fireball","As I was driving on interstate 80 I noticed a glowing bright above the distant mountain and as took a snapshot from my cameraphone it d","2/1/07",1
"11356","12/18/06 07:09","Duluth","GA","Fireball","comet like ball of fire seen falling from sky in Duluth GA","2/1/07",3
"11357","12/17/06 18:51","Manitou Beach","MI","Fireball","Rescue attempt of three hikers on Mount Hood, Oregon. As a recovery of a hiker's body was being broadcast on CNN at 6:51pm ET a firebal","2/1/07",2
"11358","12/17/06 05:30","Eddystone (Canada)","MB","Fireball","Ball of Light - Eddystone, MB","2/1/07",NA
"11359","12/16/06 07:05","Millersburg","OH","Fireball","fireball left a glowing contrail as it went out and re- ignited  ((NUFORC Note:  Missile launch from Wallops Island, VA.  PD))","2/1/07",15
"11360","12/16/06 07:00","Bellaire","OH","Fireball","bright slow moving light in haze with vapor trail seen  ((NUFORC Note:  Missile launch from Wallops Island, VA.  PD))","2/1/07",2
"11361","12/16/06 07:00","Reading","PA","Fireball","Bright white comet like object traveling in a straight line in the northwest sky.","2/1/07",NA
"11362","12/13/06 19:30","Canton","IL","Fireball","Loud stationary craft that would grow  with what looked like fire and then it would drop a luminous ""pod""","2/1/07",20
"11363","12/13/06 18:07","Tularosa","NM","Fireball","Flying Object Crash by Tularosa,NM around 18:00 hours","12/14/06",20
"11364","12/9/06 21:30","Waycross","GA","Fireball","Comet  like light seen over Waycross GA","12/14/06",8
"11365","12/9/06 20:01","Wewahitchka","FL","Fireball","Bright red ""fireball"" lasting about a minute then faded out, seconds later a white ""shooting star""??? came into the area and then disap","12/14/06",NA
"11366","12/8/06 19:30","St. Ann","MO","Fireball","While traveling W on St. Charles Rock Rd I saw what looked like a ball of fire fly across the sky.((NUFORC Note:  Possible meteor??PD))","12/14/06",2
"11367","12/8/06 19:30","Ottawa","IL","Fireball","Driving west along Interstate 80, outside (west) of LaSalle/Peru, IL. Saw round green light object with a trail of light behind to the","12/14/06",5
"11368","12/8/06 19:30","Columbia","MO","Fireball","bright meteor","2/1/07",2
"11369","12/3/06 21:00","New Delhi (India)","","Fireball","object like a fireball moving very fast in all direction for 30 sec. got a video and two pics also.","12/7/06",30
"11370","12/3/06 08:02","Kärdla (Estonia)","","Fireball","Y have seen fast moving fireball. Y am never seen that in our sky...First it was like plane...Next it gone like fireball and mo","12/7/06",5
