"date","time","city","state","shape","duration","summary","post_date"
"9/29/08","07:00","Paramount","CA","Triangle","300","2 flying shapes over los angeles witnessed by father and son","10/31/08"
"9/28/08","11:00","Austin","TX","Triangle",NA,"Triangle shaped UFO in the sky over city park in Austin, Tx.","10/31/08"
"9/27/08","23:20","Clinton","UT","Triangle","6","triangle shaped craft with 3 large lights in the corners traveling 800+ mph with no sound.","10/31/08"
"9/27/08","19:00","Las Vegas","NV","Triangle",NA,"Black triangle with flaching red light flying east across Las Vegas.","10/31/08"
"9/26/08","23:25","Cheyenne","WY","Triangle","3","&quot;V&quot; shaped craft moving north to south with seven round lights.","10/31/08"
"9/26/08","19:00","Spokane","WA","Triangle","180","It really could have been a jet way up there but when it took that little jog I knew,it wasn't WHEW!!!","10/31/08"
"9/25/08","03:30","Ainsworth","NE","Triangle","30","Three objects that are silent and unexplainable","1/10/09"
"9/25/08","01:30","Austin","TX","Triangle","30","2 independent observers witnessed very fast, very high, triangular lights soaring through the Austin sky and then dissappearing.","10/31/08"
"9/25/08","00:30","Starksboro","VT","Triangle","1500","huge low flying craft.","10/31/08"
"9/24/08","23:00","Temecula","CA","Triangle","3600","Brightly lit object about the size and brightness of a planet in the night sky, made several movements in multiple directions.","10/31/08"
"9/24/08","22:30","Tallahassee","FL","Triangle",NA,"Triangle/boomerang object with multiple small flashing lights spotted in Tallahassee, FL NW Capital Circle","10/31/08"
"9/23/08","22:14","West Bloomfield","MI","Triangle","24","Strange noise, flew very slowly, was much lower than regular aircrafts should be.","10/31/08"
"9/23/08","20:15","Boynton Beach","FL","Triangle","30","Large white trident shape craft with flowing wispy undulating tail seen in sky south florida, boynton beach on 09/23/08.","10/31/08"
"9/23/08","19:00","Minneapolis","MN","Triangle","120","triangle shape air craft","10/31/08"
"9/23/08","17:53","Las Vegas","NV","Triangle","35","A triagle in orbit flys long way with six to eight light then disappears.","10/31/08"
"9/23/08","00:15","San Francisco","CA","Triangle","25","Triangular formation of dim lights spotted moving smoothly across San Francisco night sky.","10/31/08"
"9/22/08","23:02","Atlanta","GA","Triangle","3","My daughter and I went out to look at the lunar eclipse that was to take place at 11:00pm.  We were looking in the sky for the moon and","10/31/08"
"9/22/08","20:46","Edinburgh (UK/Scotland)","","Triangle","20","Clear sky, near cassiopeia-triangle shaped with 3rd object in parallel. Perfect formation &amp; very fast &amp; high in sky.","10/31/08"
"9/20/08","20:38","Martin County","FL","Triangle","30","Multiple craft in shape of triangle perform high speed flyby at high altitude.","10/31/08"
"9/19/08","23:20","Acton or Palmdale","CA","Triangle",NA,"Bright object  released 3 Red Triangle Shapes  and they are now hovering","10/31/08"
"9/19/08","20:00","Lebanon","IL","Triangle","900","shaped craft was flying very low and very slow directly over my vehicle","10/31/08"
"9/18/08","21:30","Weymouth (UK/England)","","Triangle","5","Black triangle with dim white lights in its corners flying overhead","10/31/08"
"9/18/08","03:00","San Diego","CA","Triangle",NA,"I saw five crafts in the sky.","10/31/08"
"9/17/08","20:30","Atwater","OH","Triangle","300","TRIANGLE UFO'S ARE REALLY IN THE SKY","2/14/10"
"9/15/08","20:03","Melbourne","FL","Triangle","120","Triangle Shaped Craft","10/31/08"
"9/15/08","12:00","San Antonio","TX","Triangle","300","San Antonio, TX. September 2008 - 3 Witnesses - Triangular Formation in the sky.","4/13/10"
"9/15/08","05:30","Eureka","MT","Triangle","3600","I am missing one hour of time. 500 Lights On Object0: Yes","10/31/08"
"9/14/08","14:00","Brownsville","TX","Triangle",NA,"triangle in backyard,, i have knowledge and they know,, i know.","10/31/08"
"9/14/08","08:45","Interstate 5 (10 miles south of Rte. 165)","CA","Triangle","300","I5 09/14/08 Three lights low to the freeway, went into a field","10/31/08"
"9/13/08","23:35","Manhattan Beach","CA","Triangle",NA,"Circular pattern lights over Manhattan Beach, CA","10/31/08"
"9/12/08","20:45","Rescue","CA","Triangle","420","Triangular Craft Hovers and Possibly Lands in Rescue, CA","10/31/08"
"9/12/08","20:04","Hood River","OR","Triangle","5","I was  driving on Hwy 84 with my daughter and saw a triangle shaped object it all happened so quickly but I know it had lights on it an","10/31/08"
"9/10/08","23:00","Cogan Station","PA","Triangle","3600","P.A. sightings /frequent  in small valley of Quiggleville, Cogan Station","10/31/08"
"9/10/08","22:15","Tacoma","WA","Triangle","300","Triangle light formation seen moving in Tacoma night sky, for the second time.","10/31/08"
"9/9/08","22:00","Shelbyville","IL","Triangle","7","triangle ,3 huge bright lights, fly over me at 100 feet (silent)","10/31/08"
"9/8/08","07:15","Reading","PA","Triangle","1200","It was a beautiful evening.Coll,clear,with a pale blue sky tinged by a golden sunset.I was coming from a local department store and as","8/5/12"
"9/7/08","23:50","Roslyn","WA","Triangle",NA,"three lights in wenatchee national forest (washington) sky","10/31/08"
"9/7/08","23:00","Council Bluffs","IA","Triangle",NA,"Sighted black triangle with three white lights and one red.  Hovers, moves slowly, turns.  Little sound.","10/31/08"
"9/7/08","22:15","Tacoma","WA","Triangle","600","Large triangle shaped UFO over Tacoma observed by 3","10/31/08"
"9/6/08","22:00","Baton Rouge","LA","Triangle","60","A V shaped object with 5-6 &quot;lights&quot; running on either side and a solid mass in the middle flying over Baton Rouge on September 6, 2008.","10/31/08"
"9/4/08","21:15","Modesto","CA","Triangle","90","Low level Triangular shaped aircraft with many red and white flashing lights","10/31/08"
"9/4/08","21:00","Spokane Valley","WA","Triangle","900","Saw two triangular shaped objects.  Yellow to bright white.  Came up over the horizon northeast and headed   west  and upward very brig","10/31/08"
"9/4/08","14:00","Maury (France)","","Triangle",NA,"triangle shaped craft exceeding 10000 miles an hour speed","10/31/08"
"9/3/08","20:05","Spring","TX","Triangle","60","large triangle craft spotted 2 witnesses","10/31/08"
"9/3/08","00:00","Holopaw","FL","Triangle","300","UFO spotted on 192  in Holopaw.","10/31/08"
"9/2/08","23:30","Pasco","WA","Triangle",NA,"Gunmetal grey type aircraft with two bright lights and a red blinking light in the center over Pasco, WA.","10/31/08"
"9/1/08","23:00","Pearsall","TX","Triangle","300","TRIANGLE SHAPE WITH 4 SETS OF LIGHTS WHITE SHAPE THEN DID A SLIGHT TURN THEN VANNISHED","1/10/09"
"8/31/08","22:00","Fort Collins","CO","Triangle","480","Triangle seen in telescope.  ((NUFORC Note:  Possible &quot;twinkling&quot; star, we suspect.  PD))","10/31/08"
"8/31/08","20:50","Bohemia","NY","Triangle","2","Large object high rate of speed no lights no sound or air movement very low altitude.","10/31/08"
"8/31/08","04:45","Cloquet","MN","Triangle","120","Bright red lights moving in steady progression","10/31/08"
"8/31/08","01:10","Williston","ND","Triangle","5","Three orange dots in a triangular shape over ND","10/31/08"
"8/30/08","17:00","Ottawa (Canada)","ON","Triangle","7","Triangular shaped metallic object over ottawa","10/31/08"
"8/29/08","20:30","Clay","NY","Triangle",NA,"Something shaped like a big triangle flew slowly and directly over the top of my car","8/5/09"
"8/29/08","20:30","I-65 (20 miles S of U. S. Rte. 30)","IN","Triangle",NA,"Massive triangular object over rural Indiana on Interstate 65","10/31/08"
"8/28/08","21:20","Draper","UT","Triangle","1800","Triangular, shadowy, silent shapes moving south across the Draper sky","10/31/08"
"8/28/08","21:00","Orem","UT","Triangle","30","Silent translucent triangle","10/31/08"
"8/27/08","22:00","","","Triangle",NA,"I found the triangle UFO on Google Earth!  http://img179.imageshack.us/my.php?image=ufogooglekw2.jpg","10/31/08"
"8/27/08","22:00","Clear Lake","WA","Triangle","300","Triangular shaped UFOs","7/3/13"
"8/25/08","21:00","Athens","TX","Triangle","8","Unkonwn object in the night sky emitting 4 dim lit lights in a triangular form","10/31/08"
"8/24/08","22:00","St. Clair Shores","MI","Triangle","10","Unlit, dark triangle shape craft moved very quickly across horizon at moderate altitude in a westerly heading.","10/31/08"
"8/22/08","22:15","West Valley City","UT","Triangle","3","I saw a semi transparent  swept wing object travel from north to south in about two to three seconds that covered part of ursa major.","10/31/08"
"8/22/08","21:39","Long Beach","CA","Triangle","300","Perfect pulsating triangle over the freeway near the airport.","10/31/08"
"8/21/08","21:30","Cornu","NY","Triangle","1800","2 triangular shaped objects moving fast with red and green flashing lights","10/31/08"
"8/20/08","22:00","Gatesville","TX","Triangle","6","Silent slow moving wide triangular non illuminated object.","10/31/08"
"8/20/08","03:30","Silver Spring","MD","Triangle","20","Large triangular craft soundlessly moving slowly at low altitude in large metropolitan area.","3/19/09"
"8/19/08","20:45","S. Dartmouth","MA","Triangle","45","Object approximately 200 feet long.  Black and triangular shaped, with approximately 6 bright lights. Very large, and low in the sky.","10/31/08"
"8/19/08","20:39","Alexandria","VA","Triangle",NA,"Saw a triangular formation of lights in the sky.","10/31/08"
"8/17/08","04:50","Bolingbrook","IL","Triangle","420","vapour trail heading straight up from western sky with craft heading in NE direction in IL","10/31/08"
"8/17/08","02:00","London (Canada)","ON","Triangle","2","Not Just 3 glowing lights","10/31/08"
"8/15/08","23:00","Clearfield","PA","Triangle","2700","triangular shape object with bright lights over drive-in theater field in Clearfield, PA.","10/31/08"
"8/15/08","21:00","Pennsville","NJ","Triangle","600","Metallic green right triangle in the middle of nowhere.","3/19/09"
"8/15/08","11:40","Portland","ME","Triangle","60","Three white lights in a triangular pateren about 200 feet wide","10/31/08"
"8/14/08","00:25","Fort Drum","NY","Triangle","600","Object hovering in the sky with blinking red, blue and green lights","10/31/08"
"8/13/08","01:00","Towaco","NJ","Triangle","240","3 triangles flying in eerie silence...","10/31/08"
"8/11/08","02:15","Petersville","AL","Triangle","2700","A three lighted object seems to be surveying north Alabama.","8/12/08"
"8/11/08","00:00","Mt. Sterling","KY","Triangle","600","Triangle shaped craft, flying low","10/31/08"
"8/10/08","22:30","","CA","Triangle","1800","((HOAX))  A rotating TR-B3 Spotted in California.","8/24/10"
"8/9/08","23:00","Olema","CA","Triangle","30","Olema, Ca. UFO sighting","8/12/08"
"8/9/08","02:00","Niles","MI","Triangle",NA,"5 dancing lights in the middle of the night.","8/12/08"
"8/8/08","23:11","Southampton","PA","Triangle","3000","Huge bright yellow/reddish  trangulair light in the N sky","10/31/08"
"8/8/08","05:00","Powder Springs","GA","Triangle","60","I saw an object with three red, flashing lights forming a triangle flying low over my neighborhood.","8/12/08"
"8/7/08","21:00","Lake Wales","FL","Triangle","5","It  was triangle shaped and it had bright white lights no red or green lights were present. 500 Lights On Object0: Yes","8/12/08"
"8/7/08","00:30","Cranford","NJ","Triangle","3600","Small blinking lights moving fast in  the distance.  ((NUFORC Note:  Possible star??  PD))","8/12/08"
"8/5/08","22:30","Phoenix","AZ","Triangle","120","Black triangle, 3 lights at each point,  thin in shape, hanging point down, turned clockwise, lights stretched and sped away","3/19/09"
"8/5/08","10:15","Bedford","VA","Triangle","15","Silent, slow moving triangle shaped craft.","8/12/08"
"8/5/08","09:00","Balto City","MD","Triangle","180","triangle object flying from north to southeast","8/12/08"
"8/5/08","05:30","Millersburg","MO","Triangle","120","MISSOURI INVESTIGATORS GROUP Report:  The 1st time I spotted it, it was flying low, triangle shape with a light on each corner&#8230;","12/12/09"
"8/3/08","22:30","Winfield","IL","Triangle","5","Orange lights in shape of inverted 'Y' flew 200 ft. overhead traveling East.","10/31/08"
"8/2/08","22:20","Southborough","MA","Triangle","30","Spotted traveling along main road about 5 feet off of pavement, passed by my car and then disappeared","8/12/08"
"7/31/08","22:34","Canton","OH","Triangle","240","Solid Triangular Light pattern, at extreme altitude ,traversed the sky at high rate of speed","8/12/08"
"7/31/08","21:50","New Kensignton","PA","Triangle","120","Large Bommerrang Object with 300 FT Width Spotted in New Kensington PA","8/12/08"
"7/31/08","21:20","Almond","WI","Triangle","30","V shaped winking lights.","8/12/08"
"7/30/08","11:15","Loveland","CO","Triangle","5","saw orange lights moving in formation","8/12/08"
"7/30/08","09:06","Odd","WV","Triangle","120","black triangular shaped aircraft photographed during the day.  ((NUFORC Note:  Object probably is a bat, or a butterfly.  PD))","10/31/08"
"7/29/08","02:00","Kent","WA","Triangle","3600","white light    triangle      clear skies over hous eclouds to the south fast flying craft at night time zigg zag","8/12/08"
"7/27/08","03:00","Honesdale","PA","Triangle","3600","many triangled shaped crafts hover over airport","8/12/08"
"7/27/08","01:30","Florence","KY","Triangle","300","I left my boyfriends house in Hebron KY around 1:15am.  I was headed south to my home in Crittenden KY.  I noticed a large, bright oran","8/12/08"
"7/26/08","22:00","Sebastopol","CA","Triangle","5","Extremely Bright, Triangular shape over St Stevens, Sebastopol.","8/12/08"
"7/25/08","23:00","Yukon","OK","Triangle",NA,"Huge Triangle","8/12/08"
"7/25/08","05:10","Lake Kiowa","TX","Triangle","300","Lake KIowa  Texas UFO","8/12/08"
"7/23/08","09:20","Naperville","IL","Triangle","60","Large flying triange with Squared off tips made humming noise in the clear early morning sky.","8/12/08"
"7/21/08","22:35","Portsmouth (UK/England)","","Triangle","600","equilateral triangle shape red and white flashing lights","8/12/08"
"7/20/08","22:30","Midland","MI","Triangle","10","Pilot witnesses very large, silent, dark grey, triangular craft with glowing lights at each point","8/5/09"
"7/20/08","21:35","Ann Arbor","MI","Triangle","300","Two black triangular craft seen hovering over Ann Arbor airport.","8/12/08"
"7/19/08","21:00","Dana Point","CA","Triangle","60","Moved like regular aircraft but no sound and no lights","8/12/08"
"7/18/08","23:00","St. Charles","MO","Triangle","60","Black triangle motionless on southside of MO 370 just off of Discovery Bridge w/3 white &amp; 1 red non-blinking lights.","8/12/08"
"7/17/08","20:37","Shanghai, Pudong New District (PRC)","","Triangle","1740","&quot;V&quot; Shaped object with multi color lights over Shanghai PuDong sky.","8/12/08"
"7/16/08","20:45","Gulf Breeze","FL","Triangle","180","Triangular shape object with five white light in a triangular formation beneath object structure.","8/12/08"
"7/16/08","00:00","Chicago","IL","Triangle","600","One of them seemed to fade away","1/10/09"
"7/15/08","23:30","Johnston","RI","Triangle","20","triangle over johnston with blue red and white lights","8/12/08"
"7/15/08","16:00","Twin Falls","ID","Triangle","120","White, triangular object over Twin Falls, ID","8/12/08"
"7/15/08","02:45","Milford","CT","Triangle","60","huge triangular object moving at great speed and very low over my house in Milford CT","8/5/09"
"7/14/08","22:00","Philadelphia","PA","Triangle","120","Double set of pinpoint red/orange steady lights viewed at 200 feet distance, definitely craft.","8/12/08"
"7/14/08","01:00","Brighton (UK/England)","","Triangle","1200","Large &amp; Tiny Morphing Objects as seen in the same area as many other UFO's","8/12/08"
"7/12/08","23:00","Fort Worth","TX","Triangle","10800","Large triangular shaped craft with white lights blinking or rotating around it.  ((NUFORC Note:  Twinkling stars?  PD))","8/12/08"
"7/12/08","22:30","Fort Worth","TX","Triangle",NA,"((HOAX??))  Large Triangular U.F.O. Battles with Smaller U.F.O.s in Night Sky Over Ft. Worth, TX","8/12/08"
"7/12/08","08:00","Ontonagon","MI","Triangle",NA,"((HOAX??))  first an orb and then a triangle 20 minutes apart.","4/14/09"
"7/12/08","00:00","Saint Johnsville","NY","Triangle","900","big black triangle shaped craft","11/21/10"
"7/11/08","20:50","Lansing","IL","Triangle","120","Meteor objects leading toward formation of triangle lights.","8/12/08"
"7/11/08","00:40","Elizabethtown","KY","Triangle","180","Large Triangle craft, white lights on all 3 corners, 1 red light and 1 white light on each side if the craft. No Noise. All 4 witnesse","8/12/08"
"7/10/08","12:00","??? (Australia)","","Triangle",NA,"i was on google earth and found a triangular object like a ufo ive seen in tv. ((NUFORC Note:  Radio antenna, with support wires.  PD))","8/12/08"
"7/9/08","22:15","Greenville","SC","Triangle","240","Dark triangular UFO with three white lights, one red light, hovering in the sky","8/12/08"
"7/7/08","23:08","Huddersfield (UK/England)","","Triangle","180","Multi lighted saucer shape doing zigzag flights over English deserted moor","8/12/08"
"7/7/08","22:05","Lutz","FL","Triangle","420","A Triangle sighting... Tampa Palms (North Tampa) Florida on Bruce B. Downs at Super Walmart.","8/12/08"
"7/7/08","21:20","Eldridge","IA","Triangle","60","Small triangle shaped lights moving through sky.","8/12/08"
"7/7/08","18:30","Gaberone (Botswama)","","Triangle","2700","Triangular object over Botswana - Gaberone  ((NUFORC Note:  Possible sighting of a twinkling star?  PD))","10/31/08"
"7/7/08","00:15","Chelsea","AL","Triangle","1800","Small triangular object flying in large circles above our area with lights in each corner making a very strange resonating sound.","8/12/08"
"7/5/08","22:00","Bay City","MI","Triangle",NA,"Red Glowing light turned into Black Triangle","8/12/08"
"7/5/08","10:15","Lakeside","OH","Triangle","600","It was one object triangular in shape, with three circular tubes of flame, moving slowly.","8/12/08"
"7/4/08","23:00","Lombard","IL","Triangle","300","light in the sky over lombard on  7/4  coming from the east","8/12/08"
"7/4/08","23:00","Gargas (France)","","Triangle","600","Strange object with distintive light formation made two pass,s over our back garden.","8/12/08"
"7/4/08","23:00","Lackawanna County","PA","Triangle","1800","3 orange lights vivid but vauge hovering over whole valley of Lackawanna county,PA","7/5/08"
"7/4/08","12:00","Elmwood Park","IL","Triangle","3600","On the morning of july 4 2008, I went outside to the front lawn of my apartment to watch the 4th of july parade in Elmwood Park IL. I h","8/12/08"
"7/3/08","01:30","New York City (Brooklyn)","NY","Triangle","1200","observed hovering basically in one place","7/5/08"
"7/3/08","00:00","Gray","ME","Triangle",NA,"3 white-like bright lights in the shape of a triangle","7/5/08"
"7/2/08","23:00","London (UK/England)","","Triangle",NA,"triangle cruising steady,with no light just a light red glow on the under belly.  ((NUFORC Note:  ISS??))","8/12/08"
"7/2/08","15:01","Greenville","MI","Triangle",NA,"Triangular object over Greenville, Michigan on July 2, 2008.","8/12/08"
"6/30/08","22:40","Ann Arbor","MI","Triangle","120","Object was black and triangular with white lights on each corner","8/12/08"
"6/30/08","22:25","Atlantic City/Cardiff","NJ","Triangle","300","Triangular craft hovering 40ft directly above atlantic city expressway, seen twice in 5 minutes","7/5/08"
"6/30/08","03:00","Neuseddin (Potsdam)(Germany)","","Triangle",NA,"((HOAX??)) Attached is a photo of this craft at night using a carl zeiss sony lens handheld. I think its a drone but not to sure.","12/20/12"
"6/30/08","03:00","Highland","NY","Triangle","300","Two objects come in contact in the sky nose to nose and one revolves around the other.","8/30/13"
"6/29/08","20:15","Milton","FL","Triangle","7200","During a power outage I heard unusually loud roaring from a nearby naval base and saw a triangular shaped orange craft.","7/5/08"
"6/28/08","23:00","Azle","TX","Triangle","13","Strange triangular craft with bright light on the nose.","3/19/09"
"6/28/08","22:00","Azle","TX","Triangle","30","strange triungular craft sighted.","8/5/09"
"6/27/08","01:22","Hooks","TX","Triangle","180","triangle light pattern heading North / North West near Hooks Texas","7/5/08"
"6/25/08","23:10","Gray","TN","Triangle","600","((HOAX??))  bright red and white lights over gray,tn.","7/5/08"
"6/23/08","23:40","Seymour","IN","Triangle","600","Three objects in sky above Seymour","7/5/08"
"6/23/08","21:45","Sarasota","FL","Triangle","300","((HOAX??))  Two craft with seven orange lights on each, and a vague, dark triangular shape that housed the lights.","7/5/08"
"6/21/08","16:15","Festus","MO","Triangle","480","v or triangular object hovering  no lights no sound appeared to be rotating all directions","7/5/08"
"6/21/08","03:00","Adams","WI","Triangle","10","Three lights in the southern sky outside bedroom window.  Flying very low.  No sound.","7/5/08"
"6/21/08","03:00","West Chester","OH","Triangle","300","Object in a triangular shape seen at 3:41 AM on cox rd. west chester ohio","7/5/08"
"6/21/08","01:00","Hamilton","NJ","Triangle","300","Triangle-shaped object with green, red, and blue lights hovering high in the sky","7/5/08"
"6/20/08","19:30","West Chester","OH","Triangle","180","Dark colored wing seen heading South-Southeast from Old Station Rd and Oregon Pass.  Wing executed ~120 degree turn almost instantly","3/19/09"
"6/20/08","08:30","Kingston","TN","Triangle","300","3 white lights on each tip one red one in the middle flashing","6/9/09"
"6/19/08","21:30","San Francisco","CA","Triangle","6","Sighting in San Francisco","7/5/08"
"6/19/08","10:30","Rineyville","KY","Triangle","300","Triangle in shape,spotted at about 10:30,lights were blue,object moved at moderate speed","7/5/08"
"6/18/08","21:45","Jacksonville","FL","Triangle","60","UFO seen over St Johns River","7/5/08"
"6/18/08","01:15","Vallejo","CA","Triangle","7200","AS I WAS LOOKING IN UP,THROUQH THROUGH BINOCHULARSAND ABSURVED FLNG GRY.TRI. LONGRwingsTHNstlthWASquietBUTmdeWINDYwhen QUIET,andFOG/MST","7/5/08"
"6/17/08","22:15","Park Ridge","IL","Triangle",NA,"((HOAX??))  Triangle Hovers &amp; Shoots Out A Beam Of Light &amp; Follows A Commercial Flight.","7/5/08"
"6/17/08","21:30","Tucson","AZ","Triangle","420","more details on report filed two hours earlier","7/5/08"
"6/17/08","21:30","Tucson","AZ","Triangle","420","Saw huge mass with many rapidly blinking lights moving slowly and soundlessly accross sky.","7/5/08"
"6/17/08","12:30","Calexico","CA","Triangle","120","i was outside and i waslooking at the sky when i see the lights in shaped of a triangle and it hovered slowly from south to the north.","7/5/08"
"6/16/08",NA,"Great Bend","KS","Triangle","6","Three bright lights hovering over Great Bend Kansas..","7/5/08"
"6/15/08","00:30","Bellevue/Kirkland","WA","Triangle","120","I saw a triangular shaped craft with bright lights hovering near the 405 freeway in Bellevue/Kirkland on June 15th, 2008 at 12:30 am.","7/5/08"
"6/14/08","11:00","New Braunfels","TX","Triangle",NA,"Triangle shape craft with 4 lights  500 Lights On Object0: Yes","7/5/08"
"6/14/08","11:00","New Braunfels","TX","Triangle","240","triangle craft with lights","7/5/08"
"6/14/08","02:00","Southampton (UK/England)","","Triangle","120","triangle shap in night sky","7/5/08"
"6/13/08","17:00","Statesville","NC","Triangle",NA,"((HOAX??))  My friend and I saw a Triangular craft fly above her house.","8/12/08"
"6/13/08","00:00","Tromsoe (Norway)","","Triangle",NA,"Me and my friend abducted by three aircrafts at night","7/5/08"
"6/12/08","01:53","Olyphant","PA","Triangle","240","I saw the object at about 1:53 am EST hovering for about 3 minutes. The aircraft then took off at a moderate speed to the northeast. It","6/12/08"
"6/12/08","00:45","Bay City","MI","Triangle",NA,"Large triangular craft sighted during thunderstorm.","8/12/08"
"6/10/08","21:50","Daytona Beach","FL","Triangle","360","Triangle of nine lights over Daytona Beach.","6/12/08"
"6/8/08","20:15","Prescott","AZ","Triangle","3","On 6/8/08 a large dark triangular UFO spotted over Watson Lake, Prescott, AZ:.","7/5/08"
"6/7/08","23:00","Antioch Community","SC","Triangle",NA,"06/07/08- Triangle- a couple of hours- at night- lost time- were positioned wrong in car when we woke up","7/5/08"
"6/7/08","22:00","Brooklyn","MI","Triangle","300","Orange &amp; Red triangular lighted with no sounds.","7/5/08"
"6/7/08","21:00","Mountain View","CA","Triangle","360","Mysterious triangular objects over Mountain View","7/5/08"
"6/6/08","21:55","Arlington","VA","Triangle",NA,"&quot;Bat-wing&quot; aircraft swiftly crosses night sky on south-to-north trajectory","6/12/08"
"6/6/08",NA,"Buford","GA","Triangle","900","What is a red triangle under the left arm mean?","10/31/08"
"6/5/08","23:30","Machedney Park","IL","Triangle","600","Bright light on ground level doing impossible manuevers-then triangular low flying aircraft -3 white lights flys over house-NO NOISE","7/5/08"
"6/5/08","21:45","Columbia","MO","Triangle","120","Two bright white headlights, triangle shape on bottom with lights and row of red and green lights on back","6/12/08"
"6/4/08","00:00","Chicago","IL","Triangle",NA,"it was right over my house and i was haveing a sleep over i dont know how many people there were out side thogh i saw it from outside m","6/12/08"
"6/2/08","21:00","Boomer","NC","Triangle",NA,"Triangular undentified flying object/aircraft  traveled in a south western direction over boomer nc june 08.","2/14/10"
"6/2/08","12:00","Rodanthe","NC","Triangle",NA,"Black unexplained trangle rodanth NC","7/5/08"
"6/2/08","10:31","Millville","NJ","Triangle","10","Triangular,3 red lights on each point.Flew straight across sky very fast than it was gone.Made a loud sound .","6/12/08"
"6/1/08","03:00","Mexican Water","AZ","Triangle","7","Four corners area","2/4/13"
"5/31/08","23:30","Lake Texoma","TX","Triangle","180","Translucent UFO Triangle over Texas/Oaklahoma.  ((NUFORC Note:  Possible sighting of U. S. Navy NOSS satellites??  PD))","6/12/08"
"5/31/08","10:30","Fort Collins","CO","Triangle","300","LARGE DARK-GREY TRIANGULAR OBJECT W/ SINGLE WHITE STROBE seen south of Fort Collins","6/12/08"
"5/31/08","00:20","Smyrna","DE","Triangle","5","Large triangular craft with three bright lights.","6/12/08"
"5/30/08","05:00","Hollywood","CA","Triangle","60","UFO in Hollywood.","6/12/08"
"5/28/08","12:00","Little Rock","AR","Triangle",NA,"unknown craft in Ak as seen on weather camera","7/5/08"
"5/25/08","21:57","Scarborough","ME","Triangle","25","A triangle shaped object with 3 yellow lights on bottom and a white light on each corner.","6/12/08"
"5/24/08","11:30","Thulba/Oberthulba (Germany)","","Triangle","180","I have found the Khoom Fay (Japanes) lanterns which are simular looking to what I/we saw, however, I do not beleive they were Balloons.","6/12/08"
"5/23/08","23:45","Roanoke","VA","Triangle",NA,"Approxiately 11:45 p.m., my wife and I were traveling 81 North to West Virginia and we noticed an object floating 100 yds away from the","6/12/08"
"5/23/08","01:04","Joplin","MO","Triangle","12","Large, brown/rust triangular object seen descending slowly before fading away","6/12/08"
"5/22/08","22:30","Edwardsburg","MI","Triangle","120","Triangular object hovered over car on US-12","6/12/08"
"5/22/08","22:00","New Brighton","PA","Triangle","240","glowing triangle","6/12/08"
"5/21/08","23:00","South Bend","IN","Triangle","60","I was driving home from work headed North on US 933 when to the east of me I thought I saw an airplane, but then realized it wasn't beh","6/12/08"
"5/19/08","22:45","Palm Coast","FL","Triangle","300","Am a investigator here in the county on UFO's.I had recieved a phone call from a witness that she had seen a formation in a trianglular","6/12/08"
"5/18/08","20:00","Tucson","AZ","Triangle","20","Triangular object, flying slowly south, with seven bright lights pointing outward and down from bottom of craft.","6/12/08"
"5/15/08","04:00","West Roxbury","MA","Triangle","120","I saw a triangular shaped opject, lit at all three corners with a bluish light, move across the sky not too far above my house,","6/12/08"
"5/14/08","18:30","Gaberone (Botswana)","","Triangle","1800","Object with bright lights above Gaberone - Botswana","7/5/08"
"5/13/08","23:50","Spartanburg","SC","Triangle","600","Unknow triangular shaped object moving at slow rate of speed then hovered as I viewed it with my two employees","6/12/08"
"5/13/08","18:00","Philadelphia","PA","Triangle","300","Boomerang-shaped UFO sighted over Philadelphia at dusk","8/24/10"
"5/12/08","22:30","Mt.Olive","MS","Triangle","1380","One night when my wife and I were letting our two dogs out before we were going to bed, she saw somthing and yelled for me to come here","8/12/08"
"5/9/08","22:30","Santa Clarita","CA","Triangle","600","Triangluar object with red lights on the corners. Moved slowy from North West to South East over Walmart Parking lot in Canyon Country.","6/12/08"
"5/8/08","23:25","Palm Springs","CA","Triangle","120","Black Triangle over Palm Springs California","6/12/08"
"5/6/08","06:30","Dryden","NY","Triangle","30","Larg triangle seen in the sky early in the morning.","6/12/08"
"5/5/08","22:30","Roxbury","VT","Triangle","120","me and my friend saw two yellowich lights pulsating and, when it was on hovering above us, they changed to 3triangularyspacedbluelights","6/12/08"
"5/2/08","22:00","Valencia","CA","Triangle","8","UFO sighting","6/12/08"
"4/29/08","23:00","Buda","TX","Triangle","6","A triangle shaped craft with brilliant lights flew over my house.","6/12/08"
"4/28/08","22:00","Hot Springs","AR","Triangle","2700","I was sitting on the deck from my friend's condo on the lake and looked across the water and saw in the distance a triangle shape with","6/12/08"
"4/27/08","00:15","Tumwater","WA","Triangle","6","three green lights (triangle formation) over Tumwater Hill WA","6/12/08"
"4/27/08","00:02","Palmer","IL","Triangle","30","Three faintly illuminated lines slowly fly formed in a triangle over Illinois.","6/12/08"
"4/26/08","21:49","Henning","TN","Triangle","30","2 triangler shaped objects with multiple color lights traveled across the sky side by side and then vanished","6/12/08"
"4/26/08","20:35","Sonoma","CA","Triangle","30","V shaped sighting in Sonoma","6/12/08"
"4/26/08","00:23","Seattle","WV","Triangle","5","Triangular craft speeds across the sky over Seattle!!","6/12/08"
"4/25/08","04:48","San Jose","CA","Triangle","35","i was looking at the stars early this morning when all of the sudden one star starts moving from i would say mid west skies heading eas","6/12/08"
