"Date","City","State","Shape","Duration","Summary","Poster"
2007-01-12,"Boston","MA","Fireball","2seconds","green light streaks over the middle of the Charles River in the area of the Hatch Shell","2/1/07"
2007-01-10,"Toms River","NJ","Fireball","10 seconds","yellow fireball shot off","2/1/07"
2007-01-10,"Desoto","MO","Fireball","30 seconds","bright light over missouri moving at improbable speeds.","2/1/07"
2007-01-08,"Hampden","ME","Fireball","2 minute","I was driving home when I saw a bright, yellowish, orange orb in the night sky.  The object moved at a slow rate and hovered","2/1/07"
2007-01-08,"Rowesville","SC","Fireball","5 seconds","FIREBALL TRAVELING NE TO SW .ORANGE WITH RED AND GREEN AND GREY SMOKE TRAIL.  ((NUFORC Note:  Meteor?  PD))","2/1/07"
2007-01-08,"Los Angeles","CA","Fireball","a couple of seconds","Three lights or fireballs over Los Angeles, one was green, purple and blueish/white, at 7:40pm 1/8/07.  Exact incident in Singapore","2/1/07"
2007-01-07,"Downey","CA","Fireball","5 minutes","Bright Fire Object moving over city in Downey, California","2/1/07"
2007-01-06,"Smoaks","SC","Fireball","10 minutes","object was seen above tree line and was very bright.object was hovering and was slowly dropping lower on the horizon.got into my car wi","2/1/07"
2007-01-05,"Blackshear","GA","Fireball","10 seconds","Big glow of neon green falling from the sky","2/1/07"
2007-01-04,"Antioch","CA","Fireball","2 minutes","Bright red flash of light hovering over Fairfield/Antioch area","2/1/07"
2007-01-04,"Manhattan","MT","Fireball","15 seconds","Orange flame colored comet-like object travelling North to South over Manhattan, Montana.  Silent.","2/1/07"
2007-01-03,"Shattuck","OK","Fireball","2 OR 3 seconds","It was a  fast blue, green and white ball of flame shooting from east to north, that then just was gone.","2/1/07"
2007-01-03,"Grand Pass","MO","Fireball","4minutes","muti-color fireball  with exploding head","2/1/07"
2007-01-02,"Worcester","MA","Fireball","10 seconds","a green fireball that moved quickly down and up and then across the sky before it disappeared.","2/1/07"
2007-01-02,"Seattle","WA","Fireball","30minutes","((HOAX))  it was really fast, faster then any airplane. It was red, made a microwave sound. Thats it, because I was drunk.","6/12/07"
2007-01-01,"Cape Coral","FL","Fireball","10 minutes","18 lights east to west in sky  faster then airliners after fireworks ended on NEWYEARS EVE ---- SCARY","2/1/07"
2007-01-01,"Montclair","CA","Fireball","7 minute","walk outside, just before new years count down, great view of the sky.waiting, listening and watching for any fire works, common du","2/1/07"
2006-12-31,"Fairbanks","AK","Fireball","4 minutes","We were on the porch the orange object went from east to west across the town sat on the west side for 45 seconds then went into space.","12/20/12"
2006-12-31,"East Mesa","AZ","Fireball","15 minutes  me","White fireball in NE Mesa New Year's Eve","2/1/07"
2006-12-29,"Hervey Bay (Australia)","","Fireball","1 minute","slowly moving light that flared to 4 times its size then slowly dimmed down and dissapeared, travelling a total distance of approx 20 m","2/1/07"
2006-12-27,"St. George","UT","Fireball"," 7 seconds","the object moved at speed from one place to enother,then stop exploited with green light","2/1/07"
2006-12-26,"St. George","UT","Fireball","5 seconds","A UFO was sighted by two people in St. George on 12/26/06","2/1/07"
2006-12-26,"Kirkuk (Iraq)","","Fireball","01:15","2 Groups of Stationary Fire Lines lasting over an hour","2/1/07"
2006-12-24,"Indianapolis","IN","Fireball","1 minute","Large Red Orb on Highway","2/1/07"
2006-12-22,"Delhi (India)","","Fireball","half hour","I saw a UFO who shape was like a fireball manuevering sofisticately","2/1/07"
2006-12-21,"Northern Territory (Canada)","NT","Fireball","30 seconds.","As I looked outside to do a weather observation prior to my hourly report,I saw this brilliant light I thought at first was a star,but","2/1/07"
2006-12-19,"Ridgecrest","CA","Fireball","5 minutes","Ball of fire was dancing around in the sky above Ridgecrest, Ca at exactly 8:40 p.m.","2/1/07"
2006-12-18,"Rockaway","NJ","Fireball","est.1 minutes","As I was driving on interstate 80 I noticed a glowing bright above the distant mountain and as took a snapshot from my cameraphone it d","2/1/07"
2006-12-18,"Duluth","GA","Fireball","3 seconds","comet like ball of fire seen falling from sky in Duluth GA","2/1/07"
2006-12-17,"Manitou Beach","MI","Fireball","2 seconds","Rescue attempt of three hikers on Mount Hood, Oregon. As a recovery of a hiker's body was being broadcast on CNN at 6:51pm ET a firebal","2/1/07"
2006-12-17,"Eddystone (Canada)","MB","Fireball","3 seconds","Ball of Light - Eddystone, MB","2/1/07"
2006-12-16,"Millersburg","OH","Fireball","15 minutes","fireball left a glowing contrail as it went out and re- ignited  ((NUFORC Note:  Missile launch from Wallops Island, VA.  PD))","2/1/07"
2006-12-16,"Bellaire","OH","Fireball","2 minuteurwa","bright slow moving light in haze with vapor trail seen  ((NUFORC Note:  Missile launch from Wallops Island, VA.  PD))","2/1/07"
2006-12-16,"Reading","PA","Fireball","","Bright white comet like object traveling in a straight line in the northwest sky.","2/1/07"
2006-12-13,"Canton","IL","Fireball","20 minutes","Loud stationary craft that would grow  with what looked like fire and then it would drop a luminous \"pod\"","2/1/07"
2006-12-13,"Tularosa","NM","Fireball","20 seconds","Flying Object Crash by Tularosa,NM around 18:00 hours","12/14/06"
2006-12-09,"Waycross","GA","Fireball","8 seconds","Comet  like light seen over Waycross GA","12/14/06"
2006-12-09,"Wewahitchka","FL","Fireball"," a minutes","Bright red \"fireball\" lasting about a minute then faded out, seconds later a white \"shooting star\"??? came into the area and then disap","12/14/06"
2006-12-08,"Columbia","MO","Fireball","2 seconds","bright meteor","2/1/07"
2006-12-08,"Ottawa","IL","Fireball","5 seconds","Driving west along Interstate 80, outside (west) of LaSalle/Peru, IL. Saw round green light object with a trail of light behind to the","12/14/06"
2006-12-08,"St. Ann","MO","Fireball","2 seconds","While traveling W on St. Charles Rock Rd I saw what looked like a ball of fire fly across the sky.((NUFORC Note:  Possible meteor??PD))","12/14/06"
2006-12-03,"New Delhi (India)","","Fireball","30 minutes","object like a fireball moving very fast in all direction for 30 sec. got a video and two pics also.","12/7/06"
2006-12-03,"Kärdla (Estonia)","","Fireball","5.minutes","Y have seen fast moving fireball. Y am never seen that in our sky...First it was like plane...Next it gone like fireball and mo","12/7/06"
2006-12-03,"Los Angeles/Long Beach","CA","Fireball","","1 RED FIREBALL OBJECT GOING SOUTH ALONG THE COAST OF LONG BEACH AT A FAST SPEED, AT 06:15 AM. THEN I SAW TWO FIGTHER JETS 15 MIN LATER,","12/7/06"
2006-12-03,"Havre de Grace","MD","Fireball","3.5 minute","((HOAX??))  CRESENT SHAPED FIRE OBJECT SEEN IN WOODS.","12/7/06"
2006-12-01,"Coppell","TX","Fireball","1 minutes","It looked on fire and left a wide long plume of smoke that ended in my sight. ((NUFORC Note:  Student report.  PD))","12/7/06"
2006-12-01,"Krasnoyarsk (200km from) (Russia)","","Fireball","","NEWS REPORT:  Belgian papers \"the Standaart\" and \"de morgen\" published this morning mysterious object crased in taiga.","12/7/06"
2006-11-30,"Ajo (and Southern Arizona)","AZ","Fireball","2 hours","Flying lights over Ajo and Southern, Arizona.","12/14/06"
2006-11-29,"UK/England (unspecified location)","","Fireball","15 minute","a glowing ball of light fading and coming back, stationary and moving,passing behind trees and past the local tv mast","12/7/06"
2006-11-29,"Columbus","GA","Fireball","","On the afternoon of 28 November, 2006, according to the Fire and Police Chief of Columbus, Georgia, \"several credible witnesses\" stated","12/7/06"
2006-11-29,"Columbus","GA","Fireball","","MUFON/GEORGIA FOLLOW-UP INVESTIGATION REPORT:  Inquiry into alleged crash of unknown aircraft.","3/4/08"
2006-11-28,"Dalton","GA","Fireball",". 10 seconds","Seen a fireball with a tail that changed colors.","12/7/06"
2006-11-28,"Nahunta","GA","Fireball","30 seconds","Fireball thought to be a plane, but now heard thath its not. ????","12/7/06"
2006-11-28,"Boone","NC","Fireball","20 seconds","Glowing Green light in Boone NC","12/7/06"
2006-11-28,"Rome","GA","Fireball","5 seconds","Glowing green object in the southen skies, November 28 ,2006","12/7/06"
2006-11-28,"Knoxville","TN","Fireball","Ten seconds","Large blue fireball reported in Knoxville, TN over Tuesday night, Nov. 28th sky.","12/7/06"
2006-11-28,"Oliver Springs","TN","Fireball","5 seconds","Streak of light across the sky on Tuesday, November 28 at 18:25 (EST)","12/7/06"
2006-11-28,"Bremen","AL","Fireball"," 15 seconds","Glowing green ball of light falling from the sky over Northern Alabama","12/7/06"
2006-11-28,"Birmingham","AL","Fireball","30 seconds","A large green glowing round object was seen flying above  the Birmingham, Alabama  area  at 5:30 pm on November  28, 2006.","12/7/06"
2006-11-28,"Pinson","AL","Fireball","around 2 minutes","white then turned green fire ball falling from sky","12/7/06"
2006-11-27,"Huntsville","AL","Fireball","2 seconds","Blue-green, round, hazy light moving rapidly from north to south","12/7/06"
2006-11-25,"Crossville","TN","Fireball","2 minute","Object orange with multiple lights appearing to not be moving and/or moving toward or away from us","12/7/06"
2006-11-24,"Jordan","MN","Fireball","4 seconds","I was out side at about 7:30 at night with my telescope, when I happened to look up at the sky and saw what I at first thought was a sh","12/7/06"
2006-11-24,"Townsend","MA","Fireball","10 minutes","Large fireball heading towards sun 5 fighters in percuit","12/7/06"
2006-11-24,"Mills River","NC","Fireball","45 seconds","Large, glowing, yellow sphere in Blue Ridge Mountains.","4/27/07"
2006-11-24,"Jordan","MN","Fireball","4 seconds","I was out side at about 7:30 at night with my telescope, when I happened to look up at the sky and saw what I at first thought was a sh","12/7/06"
2006-11-21,"Lawrenceville","GA","Fireball","10 seconds","I saw a multicolored fireball moving left to right in the sky at cloud level.","12/7/06"
2006-11-21,"Union City","NJ","Fireball","10 seconds","A bright light falls from the sky over New Jersey.","12/7/06"
2006-11-19,"Riverside","CA","Fireball","3 seconds","Green fireball, very slowly descending","12/7/06"
2006-11-18,"Los Angeles","CA","Fireball","1hr","Two of my friends and myself, were walking in westwood village, it was still daylight outside, we were walking on Broxton street, and w","12/7/06"
2006-11-15,"Birmingham","AL","Fireball","15 seconds","bright white-greenish object appears, hovers in place, quickly travels zig zag pattern and vanishes","11/28/07"
2006-11-12,"Long Beach","CA","Fireball","3 seconds","Bright Green Shooting Star?  (NUFORC Note:  Possible meteor?  PD))","12/7/06"
2006-11-12,"Long Beach","CA","Fireball"," 1 minutes","Orange fireball drips small ball","12/7/06"
2006-11-10,"Toms RIver","NJ","Fireball","3 seconds","driving home in the corner of our eye we both seen a bright flourescent green looking ball of light falling from the sky like a shootin","12/7/06"
2006-11-08,"Rosanky","TX","Fireball","","Green fireball, making whistling noise, and chase aircraft appearing later.","12/7/06"
2006-11-08,"New Braunfels","TX","Fireball","10 seconds","2 green fireballs following one another traveling northeast to southwest at high rate of speed with no contrail or sound","6/12/08"
2006-11-07,"Martinez","CA","Fireball","4 minute","An orange glowing (\"fireball' appereance) with falling burning embers followed by 2 jets.","12/7/06"
2006-11-03,"Bentonville","VA","Fireball","3:00","Three orange-colored trails falling out of the sky.","12/7/06"
2006-10-31,"Tualatin","OR","Fireball","30 seconds","Fireball sighting on Halloween night","12/7/06"
2006-10-31,"Eureka","MT","Fireball","5 minute","falling fireball super slow 100 feet from ground","12/7/06"
2006-10-29,"Wichita Falls","TX","Fireball","","The ufo looked like a falling star at first,but was moving slower,then it changed direction towards the sky,then dissapered from sight.","10/30/06"
2006-10-26,"Northampton (UK/England)","","Fireball","40 seconds","bright white object travelling accross the sky and in a flash it was gone","10/30/06"
2006-10-25,"Orlando","FL","Fireball","5 minutes","Fire ball that came towards us, dimmed, then shot in opposite direction before dissapearing.","10/30/06"
2006-10-25,"St. Augustine","FL","Fireball","2 minutes","Sparking fireball in sky heading north to south","10/30/06"
2006-10-25,"Bradenton","FL","Fireball","3 minutes","object moved slowly parrelel with sky. then faded and reappeard going in another direction,and vanished.","10/30/06"
2006-10-22,"Montgomery","TX","Fireball","3 seconds","bright white light","10/30/06"
2006-10-17,"Choctaw Beach","FL","Fireball","10 minutes","A series of 15-18 orange fireballs.","10/30/06"
2006-10-15,"Moab","UT","Fireball","1 minutes","Object entering the atmosphere, 3 red, green and blue lights spinning and slowing down as if landing.","12/7/06"
2006-10-14,"San Diego","CA","Fireball","30 minutes","I was facing south at approx. 8:15 PM sitting at a stop sign in my car, it was dark.I saw a streak of light and a contrail moving f","10/30/06"
2006-10-14,"Fairfield","CT","Fireball","4 seconds","October 14.2006  2:24    Large bluegreen fireball fell acrosss the sky  in Fairfield Connecticut","10/30/06"
2006-10-14,"Waterbury","CT","Fireball","5 seconds","2nd Witness: Large bluegreen fireball fell acrosss the sky in Fairfield Connecticut","2/1/07"
2006-10-14,"Jaffrey","NH","Fireball","10seconds","Brilliant white and blue fireball over Jaffrey , NH at 1:25am","10/30/06"
2006-10-13,"Berlin (Germany)","","Fireball","2 minutes","7 shooting lights, followed by a formation, followed by a fireball.They appeared to be white in colour and exhude an extrodinary a","10/30/06"
2006-10-11,"Monterey Park","CA","Fireball","2 minutes","huge ball of fire hanging in the sky","12/7/06"
2006-10-10,"Unsure","AR","Fireball","a 3 seconds","Extreme sound with trails and orange red blue hues to it.  The trails were bright bright white.","12/7/06"
2006-10-09,"Arbuckle","CA","Fireball","5 seconds","I was traveling North bound on I-5, with a terrific view of the horizon, flat land. I-5 runs North/South through california. When all o","10/30/06"
2006-10-07,"Derbyshire (UK/England)","","Fireball","5 minutes","3 fireballs, 2 traveling in close formation, 1 some distance away, maybe 500 m. They suddenly veered away and out of sight.","10/30/06"
2006-10-04,"Water Valley","MS","Fireball","6 secondspnds","Fireball observed in N. Mississippi","10/30/06"
2006-10-04,"New Richmond","WI","Fireball","25 seconds","I saw a strange site tonight so I went to my computer to google to see if there was a \"star shower\" or something going on tonight.  I c","10/30/06"
2006-10-03,"Glasgow (UK/Scotland)","","Fireball","3 seconds","Unusual Meteorite over Scottish Campsies?","10/30/06"
2006-10-03,"Lakewood","CA","Fireball","4minute","Dripping ball of light","10/30/06"
2006-10-02,"McKinney","TX","Fireball","Several seconds","While driving along intersate 380 toward the west in McKinney, Texas, on my left out of my peripheral vision, I could see what appeared","10/30/06"
2006-10-01,"Cripple Creek","CO","Fireball","15 + seconds","Fireball object in Western Sky","10/30/06"
2006-10-01,"Hartsel","CO","Fireball","1 minutes","Several glowing objects gracefully and silently following each other moving south to north in eastern sky 500 to 1000ft  high","10/30/06"
2006-10-01,"Winslow","AZ","Fireball","15 seconds","dividing fireball multi-colored","10/30/06"
2006-10-01,"Santa Fe","NM","Fireball","20 seconds","Several bright lights headed slowly towards horizon","10/30/06"
2006-10-01,"Orchards","WA","Fireball","1 secondsond","Sun 10/01/2006 8:19 pm PST Metiorite descending slowly and decellerating. Left a trail of green and yellow sparks. At N80°E from Orchar","10/30/06"
2006-10-01,"Fall City","WA","Fireball","2 seconds","yellow/orange fireball leaving debris trail","10/30/06"
2006-10-01,"Las Vegas","NV","Fireball","10 minutes","Three Fireballs in the Las Vegas sky flying in formation then becoming one fireball. ((NUFORC Note:  Possible advertising lights?  PD))","12/12/11"
2006-09-29,"Seattle","WA","Fireball","A 3 seconds","Fireball over Puget Sound","10/30/06"
2006-09-25,"Hartford","NY","Fireball","5 minutes","Orangish ball of light traveling quietly near my home, like a wave & bouncy for around 5 minutes. Hartford NY","10/30/06"
2006-09-21,"Beamsville (Canada)","ON","Fireball","20 minute plus","Bright Light \"fireball\" over head in West Sky September 21st  Southern Ontario Canada sighting lasted aprox 1/2 hour","10/30/06"
2006-09-16,"Nottingham (UK/England)","","Fireball","25 minutes","a fire ball no sudden movements moving vertical slowly","10/30/06"
2006-09-16,"Napa","CA","Fireball","5 minute","Fireball across the  napa sky around 9pm, looked like an airliner on fire but afdter checking nothing reported","10/30/06"
2006-09-15,"Youngstown","OH","Fireball","","More investigation needs to be done in the Youngstown area and people are wondering why they are here.","10/30/06"
2006-09-11,"New York City","NY","Fireball","3 seconds","Like a shooting star but slowed down, hovered an instant, changed directions, another quick hover, changed directions again then sped o","8/7/07"
2006-09-11,"Newtown Square","PA","Fireball","6 seconds","I am employed as a security guard at a corporate campus in Newtown Square PA, 30 miles west of Philadelphia.  I arrived at work tonight","10/30/06"
2006-09-11,"Nodaway County (SW IA/NW MO)","MO","Fireball","10 seconds","Green fireball in connection with Possible Abduction or Visitation.","7/22/13"
2006-09-11,"Voorhees","NJ","Fireball","30 seconds.","STRANGE lights over voorhees.","10/30/06"
2006-09-11,"Lake Elsinore","CA","Fireball","1 secondsond","Bright, maybe burning, object traveling extremely fast explodes over Lake Elsinore","10/30/06"
2006-09-10,"Livermore","CA","Fireball"," 2 minute","I saw a very large flourescent green fireball explode in the sky over the area of the Lawrence Livermore Lab.  It exploded three times","10/30/06"
2006-09-09,"Farmington","MN","Fireball","3 seconds each","Blue and Purple Fireball with noise sighted.  ((NUFORC Note:  Probable hoax from student, we believe.  PD))","10/30/06"
2006-09-07,"Rio Rico","AZ","Fireball","20 seconds","5 flashing bright orange fireballs appear over Rio Rico Az, 7 minutes later 8 sporadic flashing light appear over Amado Az.","10/30/06"
2006-09-06,"West Dundee","IL","Fireball","3 seconds","A extremely large and brillant green ,and from my point of view curving with the earth moving so fast it could be missed with a blink o","2/24/07"
2006-09-05,"Gila Bend","AZ","Fireball","10 minutes","Amber lights in southern night sky near Gila Bend, AZ.  ((NUFORC Note:  Possible military flares at Gila Bend firing range??  PD))","10/30/06"
2006-09-03,"North Hollywood/Burbank","CA","Fireball","1 secondsond","Large green ball of light dropping from sky over North Hollywood/Burbank California.","10/30/06"
2006-09-02,"San Antonio","TX","Fireball","2 seconds","green fireball over san antonio, texas","10/30/06"
2006-09-01,"Louisa","KY","Fireball","2 seconds","I saw a bright large white light with sparks coming from it with a trail of smoke falling at an angle then disappered befor hitting the","10/30/06"
2006-09-01,"Winnie","TX","Fireball","","glowing ball over tx completely oblivious to people as they were to it...pic to prove","2/1/07"
2006-08-26,"Los Angeles (Glassel Park)","CA","Fireball","8 seconds","2 Fireballs of light - large and close followed by 2 red lights further in the distance","10/30/06"
2006-08-26,"Essex (UK/England)","","Fireball","4 minutes ","2 objects of orange colour,moving with no noise","10/30/06"
2006-08-18,"Thunder Bay (Canada)","ON","Fireball","35 seconds","large trailing fireball with rock","10/30/06"
2006-08-17,"Coloma","CA","Fireball","Still going on","Every night they are up an over Sacramento and the Sierras","10/30/06"
2006-08-16,"Austin","TX","Fireball","12:30","This object hovered, moved up/down/left/right changed into four different colors, and we heard a faint noise","10/30/06"
2006-08-15,"Wrightsville Beach","NC","Fireball","2 hours","trange lights off of Topsail Beach","10/30/06"
2006-08-15,"Lakewood","CO","Fireball","5 seconds","A semi-bright glowing craft zooming quickly from east to west","10/30/06"
2006-08-14,"Wenatchee","WA","Fireball","","saw huge \"falling star\"","10/30/06"
2006-08-11,"Chicago","IL","Fireball","5mn","Falling fireballs above Chicago then flared up again while making circles","10/30/06"
2006-08-09,"Cap Pele/ Port Elgin area (Canada)","NB","Fireball","10 minute","2 Bright Orange/ White Fireballs - Fading darting and hovering - seems to interact somewhat.","10/30/06"
2006-08-05,"Louisville","KY","Fireball","14:01","baseball size bright blue flying glow, approached me made a noise and left quickly (KY)","8/7/07"
2006-08-05,"Warren","MI","Fireball","2 minutes .","Large fireball, 4:45 a.m. , 8/5/06","10/30/06"
2006-08-03,"South Pasadena","CA","Fireball","5 seconds","It was very early in the morning, in the predawn hours. Under a clear sky filled with stars (or at least as clear as it gets in the Los","10/30/06"
2006-08-01,"Dallas","TX","Fireball","A 3 seconds","Flash of light and streak of light in the southern downtown Dallas skyline.","10/30/06"
2006-07-31,"Seattle","WA","Fireball","10m+","Fiery glow, moving in distance over Olympic Mountains","10/30/06"
2006-07-30,"Indialantic","FL","Fireball","15 minutes","We were sitting on the beach my wife and myself when we saw what looked like a military flare bright orange in the sky.   It was at abo","6/12/07"
2006-07-30,"Cedar Springs","MI","Fireball","40 seconds","Driving home got passed by a Green fireball shooting across the sky, about 300-400ft off the ground.","8/5/09"
2006-07-29,"Yakima (on I-82)","WA","Fireball","30 seconds","Big ball of fire coming down from the sky landed on I-82 near sunnyside,wa","1/10/09"
2006-07-29,"Sonoma","CA","Fireball","10 minutes .","very bright orange/amber light moves, freezes, no noise not in usual air trafic path about 10 min.","10/30/06"
2006-07-21,"New Delhi (India)","","Fireball"," 7 minutes","Huge glowing object spotted at eastern horizon and in the south - west much bigger than the stars and at one - fourth the size of moon.","10/30/06"
2006-07-19,"Leicestershre (UK/England)","","Fireball","15 seconds","long fire streak changing to  multiple colours","10/30/06"
2006-07-19,"El Monte","CA","Fireball","ONE secondsOND","FIREBALL IN CLEAR SKY","10/30/06"
2006-07-19,"Sonora","CA","Fireball","2 seconds","Large, low object shot across night sky.","10/30/06"
2006-07-18,"UK/England","","Fireball","6 seconds","Glowing UFO seen","10/30/06"
2006-07-15,"Hailey","ID","Fireball","10 secondsond","moving south to north, looked like a superbright meteor, ball of fire, melted away suddenly, fairly slow moving","7/16/06"
2006-07-15,"Sonoma","CA","Fireball","7 minute","RED FIREBALL OVER SONOMA","10/30/06"
2006-07-14,"Indio","CA","Fireball","seconds","shooting star shoots upwards!!!","10/30/06"
2006-07-13,"Yakima","WA","Fireball","3 seconds","Something flew by E-WA","7/16/06"
2006-07-11,"Grande Prairie (Canada)","AB","Fireball","15minutes","When i first seen it, it was a red firey ball with a long tail at the end .After it hit the clouds it came out the other side seeming t","10/30/06"
2006-06-30,"Andover","MA","Fireball","30 seconds  ","Small red dot zipping around in the sky. Like someone was using a lazer pointer in the sky.","7/10/10"
2006-06-25,"Portsmouth","VA","Fireball","2minute","A large white light in the sky traveling horizontally that appeared to be dropping fireballs","7/16/06"
2006-06-22,"Gaithersburg","MD","Fireball","15 seconds","I was driving in my neighborhood, at around 9:30 at night.  The sky was clear. I was driving into my neighborhood from east to west.  O","7/16/06"
2006-06-20,"Lafayette","IN","Fireball","3 seconds","two fireballs that seemed to just disappear out of no-where","7/16/06"
2006-06-20,"Columbia","MD","Fireball","20 seconds","There was a ball of fire moving horizontally across the sky and it was leaving a trail behind it as it moved.","2/1/07"
2006-06-19,"New Philadelphia","OH","Fireball","not sure","\"Meteor\" or UFO?","7/16/06"
2006-06-15,"Jacksonville","NC","Fireball","3 minutes","5 or more balls of light darting back and forth. over the skies of Jacksonville, NC. near Camp Lejeune.","11/28/07"
2006-06-13,"Leesburg","FL","Fireball","3 seconds","strange leesburg aircraft? comet?","7/16/06"
2006-06-11,"Austin","TX","Fireball","30 seconds","Triangle Formation Spotted over Austin TX","7/16/06"
2006-06-10,"Portland","OR","Fireball","5 minutes","Large glowing red orb","7/16/06"
2006-06-06,"Altamonte Springs","FL","Fireball","three hours","The three objects merged as one.","7/16/06"
2006-06-06,"Altamonte Springs","FL","Fireball","Three hours","The objects merged as one.","7/16/06"
2006-06-06,"Beaver Lake (Canada)","AB","Fireball","","there was a fire ball flew over us","7/16/06"
2006-06-05,"Culbertson","MT","Fireball","very brief","UFO over Culbertson Montana.","7/16/06"
2006-06-05,"Ormond Beach","FL","Fireball","15 seconds","streak of flame heading east very bright","7/16/06"
2006-06-01,"Nampa","ID","Fireball","5 seconds","Incredible fireball breaking up over S/W Idaho","7/16/06"
2006-06-01,"Stratford","OK","Fireball","2 seconds","High speed low level light south of Stratford, Oklahoma at aprroxmiately 1500' elev.","2/1/07"
2006-06-01,"Meridian","ID","Fireball","3seconds","Bright white tail burning east to west parallel to the ground.","7/16/06"
2006-05-29,"Miami","FL","Fireball","60 seconds","Red/White Ball seen from Passenger Plane, 4PM, over Miami Int. Airport, Memorial Day 06, approach.","7/16/06"
2006-05-22,"Ladd","IL","Fireball","1+ minutes","We saw a bright firball going WNW and it lasted for about a minute and a half befor it burned out and probably landed as a meteorite. W","7/16/06"
2006-05-21,"Phoenix","AZ","Fireball","1 secondsond","EAGLE VIEW of UFO over Phoenix Arizona","5/29/12"
2006-05-20,"Greenwich","CT","Fireball","2 seconds","Meteorite in Greenwich, CT","7/16/06"
2006-05-20,"Soso","MS","Fireball","","A fire blue circular type object.","3/19/09"
2006-05-17,"Richmond","VA","Fireball","2 minutes","Bright redish orange star object with no movement for 5 min, suddenly moving up and east out of sight","7/16/06"
2006-05-12,"Kalimna (Australia)","","Fireball","30 seconds","I was watching a movie late at night on TV when all the power and lights went off. I went outside and saw a green thing. I though it wa","10/30/06"
2006-05-04,"Westminster","CA","Fireball","40 seconds","Twin orange balls seen over Westminster Ca","7/16/06"
2006-05-04,"Deerfield Beach","FL","Fireball","10 seconds","saw explosion or similar in night sky","5/15/06"
2006-04-29,"Portland","OR","Fireball","8 minutes","7 orange \"fireballs\"  in two groups over downtown Portland, OR","5/15/06"
2006-04-28,"East Brunswick","NJ","Fireball","20 seconds","stationary bright fireball seen along the treeline","5/15/06"
2006-04-25,"Morgantown","WV","Fireball","20 seconds","Red/orange/blue bolt across the sky..","10/31/08"
2006-04-23,"San Diego","CA","Fireball","4 minutes","A flame floating through the sky moved slowly and closely above us before departing into space as a small red light.","5/15/06"
2006-04-23,"Bluefield","WV","Fireball","40 seconds","AS MY WIFE AND I WERE COMING BACK FROM MY FAMILIES HOUSE IN MCDOWELL COUNTY, WE TOOK THE EXIT TO GO TO OUR HOUSE IN THE CITY OF PRINCET","5/15/06"
2006-04-22,"Clarksville","IN","Fireball","20 minute","Fireball floating in a circle patteren also making figure\"8\"s  slowly then speeding up out of sight","5/15/06"
2006-04-22,"Whittier","CA","Fireball","20 minutes","We saw a bright red fireball like object that appeared to be too high to possibly be any earthling made air craft. The object appeared","5/15/06"
2006-04-20,"West Lafayette","IN","Fireball","couple seconds","Organge light that split into 3 then disappeare","5/15/06"
2006-04-16,"Exeter","NE","Fireball","5 seconds that I saw","A reddish pink glow in sky, seemed to be moving towards us and then dissappeared.","5/15/06"
2006-04-16,"Little Rock","AR","Fireball","60 seconds","The four of us were stargazing after closing up the bookstore. When from the west we notice a object coming towards us at first we thou","5/15/06"
2006-04-15,"Marbella, Costa del Sol (Spain)","","Fireball","90 seconds","Fireballs lighting up the southern Spanish sky on the night of 15th of April - 16th of April.","5/15/06"
2006-04-15,"Malaga (Spain)","","Fireball","1 minutes","Malaga, Spain - red/blue luminous objects with golden wake flying horizontaly in a group","5/15/06"
2006-04-09,"Mira Loma","CA","Fireball","","Plasma rocket or alien spacecrafts?","5/15/06"
2006-04-05,"Des Moines","WA","Fireball","2 seconds","Weird fireball that just diappeared without fanfare and followed up by 4 fighters.","5/15/06"
2006-04-05,"Centralia","WA","Fireball","5 seconds","Sighted over Cooks Hill Road and Joppish Road just west of I-5. Dusk clear sky. Large fireball long tail red flame with yellow and blue","5/15/06"
2006-04-04,"Akron","OH","Fireball","4 minute","Bright white to reddish orange in the sky looked like a shooting star, until it stopped in mid air.","5/15/06"
2006-04-03,"Tidewater","OR","Fireball","3 seconds","Lots of aircraft and huge orange ball.","5/15/06"
2006-04-03,"Winston-Salem","NC","Fireball","2 minutetues","Great big orange reddish ball","5/15/06"
2006-04-01,"Boston","MA","Fireball","less than 2minutes","At 12:52 am on Saturday morning April 1, I saw a large fiery orange ball arch across the sky from NW to SE (I think).  It was the about","5/15/06"
2006-03-30,"Tallahassee","FL","Fireball"," 5 minutes","Glowing Greenish Firball on Power Lines in Daytime","5/15/06"
2006-03-26,"St. Paul Park","MN","Fireball","","2 UFO IN SOUTH WASHINGTON COUNTY","5/15/06"
2006-03-25,"Onion Creek","WA","Fireball","4 seconds","i thought this sighting was rather co-incidental.. i was watching SIGNS with mel gibson and joaquin phonix was about to bash an alien w","5/15/06"
2006-03-25,"Carson","CA","Fireball","2 seconds","It was a blue fireball shaped object.","5/15/06"
2006-03-25,"Alhambra","CA","Fireball","5 seconds","Bright flash of light and streak of light over Alhambra, CA","5/15/06"
2006-03-23,"Rancho Mirage","CA","Fireball","45 seconds","Bright white orb flashes,expands,contracts,moves off slowly,then vanishes","5/15/06"
2006-03-21,"Kokomo","IN","Fireball",".30minutes","falling star seen over mid west indiana.","5/15/06"
