,age,gender,relation_status,hometown,living,perference,total_action,sign_up,last_login,userid
5532,21,1,2,5,5,1,169,2013-02-08,2013-10-07,5532
5533,24,1,4,6,6,4,174,2013-03-09,2013-10-06,5533
5534,22,0,2,2,2,1,129,2013-02-04,2013-10-03,5534
5535,23,1,2,6,6,6,167,2013-03-10,2013-10-07,5535
5536,20,0,2,5,5,4,101,2012-11-08,2013-10-05,5536
5537,24,1,2,3,4,2,193,2013-02-08,2013-10-07,5537
5538,24,0,2,1,1,2,323,2013-04-09,2013-10-07,5538
5539,18,1,1,3,4,1,396,2013-03-10,2013-10-07,5539
5540,18,0,1,2,3,1,453,2012-08-12,2013-10-07,5540
5541,21,1,2,2,2,2,159,2013-05-09,2013-10-07,5541
5542,14,0,1,6,6,6,236,2013-03-10,2013-10-07,5542
5543,28,1,4,6,1,5,87,2013-06-08,2013-10-07,5543
5544,8,1,1,4,4,3,50,2013-04-08,2013-10-06,5544
5545,29,0,4,6,6,3,86,2013-04-09,2013-10-07,5545
5546,29,0,1,6,1,1,103,2013-03-10,2013-10-07,5546
5547,21,1,1,2,2,6,484,2010-03-26,2013-10-07,5547
5548,11,0,1,6,6,5,123,2013-04-09,2013-10-07,5548
5549,27,1,1,1,1,4,47,2013-02-08,2013-10-07,5549
5550,19,1,2,5,6,6,119,2013-04-09,2013-10-07,5550
5551,35,0,4,1,2,1,311,2013-03-10,2013-10-07,5551
5552,21,1,2,6,6,5,293,2010-07-24,2013-10-07,5552
5553,17,0,2,4,4,6,178,2013-03-09,2013-10-06,5553
5554,16,0,1,6,6,5,305,2013-02-08,2013-10-07,5554
5555,49,0,1,1,1,3,15,2013-04-09,2013-10-07,5555
5556,25,0,2,5,5,5,337,2011-05-20,2013-10-07,5556
5557,20,1,2,1,1,2,738,2010-01-25,2013-10-07,5557
5558,23,0,1,4,5,6,201,2011-09-17,2013-10-07,5558
5559,24,1,2,5,6,4,59,2013-02-07,2013-10-06,5559
5560,22,0,1,3,3,3,114,2013-04-08,2013-10-06,5560
5561,17,0,2,2,2,2,124,2013-05-09,2013-10-07,5561
5562,19,0,1,4,5,6,187,2010-07-24,2013-10-07,5562
5563,24,0,2,6,6,5,62,2013-02-08,2013-10-07,5563
5564,26,1,2,6,1,6,45,2013-04-08,2013-10-06,5564
5565,22,1,4,6,6,5,51,2012-10-11,2013-10-07,5565
5566,14,1,2,5,5,4,36,2013-05-08,2013-10-06,5566
5567,23,0,1,2,2,1,121,2013-02-08,2013-10-07,5567
5568,27,1,1,4,5,5,147,2013-04-06,2013-10-04,5568
5569,22,0,2,4,4,4,99,2011-05-18,2013-10-05,5569
5570,21,0,4,3,3,4,509,2013-02-08,2013-10-07,5570
5571,15,0,1,2,2,2,87,2012-05-13,2013-10-06,5571
5572,15,0,1,6,1,6,117,2013-02-08,2013-10-07,5572
5573,15,1,1,2,2,3,152,2013-05-09,2013-10-07,5573
5574,26,1,1,6,1,5,210,2013-03-10,2013-10-07,5574
5575,21,0,1,6,6,1,306,2010-08-23,2013-10-07,5575
5576,12,1,1,5,5,5,175,2013-04-09,2013-10-07,5576
5577,20,1,4,4,4,4,333,2009-11-26,2013-10-07,5577
5578,22,0,4,5,5,2,381,2013-03-10,2013-10-07,5578
5579,45,1,1,1,1,3,49,2013-03-10,2013-10-07,5579
5580,24,1,2,3,3,2,195,2013-02-07,2013-10-06,5580
5581,11,1,2,6,6,4,90,2013-03-10,2013-10-07,5581
5582,19,0,1,4,4,5,454,2013-02-08,2013-10-07,5582
5583,15,1,1,6,6,3,252,2013-04-09,2013-10-07,5583
5584,8,1,1,5,5,4,35,2013-04-08,2013-10-06,5584
5585,18,0,1,1,1,6,312,2013-02-08,2013-10-07,5585
5586,13,0,1,1,1,2,0,2013-02-10,2013-08-10,5586
5587,23,0,4,6,6,3,342,2012-06-13,2013-10-07,5587
5588,27,0,1,4,4,3,105,2013-04-09,2013-10-07,5588
5589,19,0,1,2,2,2,694,2013-03-10,2013-10-07,5589
5590,20,1,1,5,6,6,194,2012-05-12,2013-10-05,5590
5591,18,1,1,6,6,5,215,2013-04-08,2013-10-06,5591
5592,26,1,4,3,4,2,110,2013-04-09,2013-10-07,5592
5593,23,0,1,6,1,6,187,2013-03-10,2013-10-07,5593
5594,19,0,2,3,3,1,112,2011-11-16,2013-10-07,5594
5595,26,0,1,6,1,4,323,2013-04-09,2013-10-07,5595
5596,42,0,4,3,4,1,116,2013-04-09,2013-10-07,5596
5597,18,0,1,1,1,2,529,2012-10-11,2013-10-07,5597
5598,6,0,1,6,6,6,83,2013-04-06,2013-10-04,5598
5599,15,0,1,3,3,2,98,2013-04-09,2013-10-07,5599
5600,22,1,2,2,2,2,148,2012-12-09,2013-10-06,5600
5601,25,1,1,2,2,3,288,2013-03-09,2013-10-06,5601
5602,18,0,1,5,5,4,179,2013-01-09,2013-10-07,5602
5603,24,0,1,1,2,2,44,2013-02-04,2013-10-03,5603
5604,17,0,4,2,2,2,138,2010-03-25,2013-10-06,5604
5605,25,1,4,6,1,4,135,2013-03-10,2013-10-07,5605
5606,36,0,4,4,4,4,113,2013-04-08,2013-10-06,5606
5607,10,0,1,6,6,1,125,2013-04-08,2013-10-06,5607
5608,18,0,4,5,5,6,143,2011-01-20,2013-10-07,5608
5609,16,0,2,4,4,4,91,2013-04-09,2013-10-07,5609
5610,15,0,2,6,6,4,245,2013-05-08,2013-10-06,5610
5611,25,1,1,3,3,3,197,2013-04-09,2013-10-07,5611
5612,19,1,1,6,6,6,340,2011-07-19,2013-10-07,5612
5613,26,1,2,3,4,3,48,2013-03-09,2013-10-06,5613
5614,29,1,4,4,4,6,162,2013-04-08,2013-10-06,5614
5615,19,0,4,3,3,1,41,2011-05-19,2013-10-06,5615
5616,20,1,4,2,2,3,177,2012-10-11,2013-10-07,5616
5617,18,1,2,3,4,1,330,2013-03-10,2013-10-07,5617
5618,24,1,2,5,6,6,155,2013-03-09,2013-10-06,5618
5619,18,1,2,6,6,1,106,2012-10-10,2013-10-06,5619
5620,19,0,1,6,1,1,147,2013-03-10,2013-10-07,5620
5621,10,0,4,1,1,3,145,2013-04-09,2013-10-07,5621
5622,16,0,1,3,4,3,244,2013-04-09,2013-10-07,5622
5623,25,0,4,3,3,2,171,2011-08-17,2013-10-06,5623
5624,23,1,2,1,2,2,56,2013-03-09,2013-10-06,5624
5625,18,0,1,5,6,6,226,2012-12-10,2013-10-07,5625
5626,16,0,2,2,2,3,378,2013-04-09,2013-10-07,5626
5627,14,0,1,3,3,2,192,2013-04-08,2013-10-06,5627
5628,22,0,1,1,1,1,136,2012-09-10,2013-10-06,5628
5629,21,0,2,2,2,5,138,2011-07-19,2013-10-07,5629
5630,24,0,2,2,2,5,292,2013-03-10,2013-10-07,5630
5631,26,1,1,5,5,2,125,2013-05-09,2013-10-07,5631
5632,44,0,4,1,2,2,50,2013-05-09,2013-10-07,5632
5633,27,0,2,2,2,3,72,2013-04-08,2013-10-06,5633
5634,39,1,4,5,5,2,129,2013-02-08,2013-10-07,5634
5635,15,0,2,2,3,3,270,2013-02-08,2013-10-07,5635
5636,18,1,1,3,4,3,317,2013-04-08,2013-10-06,5636
5637,15,0,2,3,3,1,214,2013-03-09,2013-10-06,5637
5638,40,0,4,4,4,4,71,2013-05-09,2013-10-07,5638
5639,25,0,1,4,4,5,78,2013-04-09,2013-10-07,5639
5640,17,1,1,5,5,6,39,2012-12-07,2013-10-04,5640
5641,18,0,2,4,4,5,245,2012-02-14,2013-10-07,5641
5642,14,0,2,3,3,2,156,2013-03-10,2013-10-07,5642
5643,22,0,2,4,4,4,175,2013-02-08,2013-10-07,5643
5644,20,0,1,4,4,6,794,2013-02-07,2013-10-06,5644
5645,11,1,1,3,3,2,136,2013-05-09,2013-10-07,5645
5646,18,1,2,3,4,5,163,2013-05-09,2013-10-07,5646
5647,24,0,4,4,4,6,31,2013-01-07,2013-10-05,5647
5648,49,1,1,2,3,3,94,2013-02-08,2013-10-07,5648
5649,26,0,2,6,6,4,10,2013-03-05,2013-10-02,5649
5650,20,1,1,1,2,3,492,2010-05-25,2013-10-07,5650
5651,16,0,4,2,3,1,255,2013-01-09,2013-10-07,5651
5652,17,0,2,5,5,1,127,2013-02-08,2013-10-07,5652
5653,13,0,1,5,5,6,90,2013-04-09,2013-10-07,5653
5654,30,0,4,2,2,1,395,2013-04-09,2013-10-07,5654
5655,33,1,4,2,2,3,70,2013-04-06,2013-10-04,5655
5656,15,1,2,2,3,2,360,2013-02-08,2013-10-07,5656
5657,15,0,4,2,2,3,23,2013-04-09,2013-10-07,5657
5658,15,1,1,4,4,1,394,2013-05-09,2013-10-07,5658
5659,23,1,4,4,5,6,118,2012-11-10,2013-10-07,5659
5660,18,1,1,4,4,3,161,2012-11-09,2013-10-06,5660
5661,18,0,2,4,5,3,152,2013-03-09,2013-10-06,5661
5662,25,0,1,3,3,1,186,2013-03-10,2013-10-07,5662
5663,13,1,4,4,4,4,67,2013-04-08,2013-10-06,5663
5664,23,1,2,3,3,3,111,2013-02-08,2013-10-07,5664
5665,20,1,4,2,3,2,692,2011-03-20,2013-10-06,5665
5666,24,1,1,6,6,2,267,2013-04-08,2013-10-06,5666
5667,24,0,1,5,6,4,90,2013-03-09,2013-10-06,5667
5668,13,0,4,2,2,2,110,2013-04-07,2013-10-05,5668
5669,27,0,4,6,6,6,116,2012-09-11,2013-10-07,5669
5670,19,0,2,4,4,5,414,2009-11-26,2013-10-07,5670
5671,27,0,2,5,6,4,180,2013-02-08,2013-10-07,5671
5672,25,1,2,6,1,5,150,2013-04-09,2013-10-07,5672
5673,24,1,1,4,4,4,256,2013-01-09,2013-10-07,5673
5674,39,1,4,6,6,4,29,2013-05-09,2013-10-07,5674
5675,13,1,2,2,2,2,150,2013-04-08,2013-10-06,5675
5676,14,0,1,3,3,1,129,2013-03-10,2013-10-07,5676
5677,41,0,4,5,5,5,250,2013-02-08,2013-10-07,5677
5678,22,0,1,6,6,6,267,2012-10-11,2013-10-07,5678
5679,20,0,2,3,3,2,500,2013-03-10,2013-10-07,5679
5680,20,1,2,2,2,3,267,2012-06-10,2013-10-04,5680
5681,12,0,4,3,3,2,21,2013-04-08,2013-10-06,5681
5682,23,0,2,1,1,3,193,2013-03-10,2013-10-07,5682
5683,8,1,1,5,5,5,102,2013-04-09,2013-10-07,5683
5684,19,1,2,2,2,2,317,2013-03-10,2013-10-07,5684
5685,20,1,2,3,3,3,148,2012-12-09,2013-10-06,5685
5686,48,0,4,6,6,4,240,2013-04-09,2013-10-07,5686
5687,13,1,2,5,5,4,269,2013-03-10,2013-10-07,5687
5688,19,0,2,6,6,4,355,2012-12-10,2013-10-07,5688
5689,20,0,2,1,1,6,615,2010-10-22,2013-10-07,5689
5690,48,1,4,2,2,2,24,2013-04-09,2013-10-07,5690
5691,14,1,1,5,5,4,323,2013-03-10,2013-10-07,5691
5692,17,0,1,6,6,4,276,2013-05-09,2013-10-07,5692
5693,18,0,1,2,2,2,266,2012-08-12,2013-10-07,5693
5694,13,1,1,1,1,1,401,2013-05-09,2013-10-07,5694
5695,31,1,4,3,3,6,57,2013-03-10,2013-10-07,5695
5696,23,1,2,2,3,2,0,2012-04-21,2013-02-16,5696
5697,29,0,1,4,5,6,439,2013-03-10,2013-10-07,5697
5698,29,0,3,2,2,3,35,2013-04-08,2013-10-06,5698
5699,17,1,1,2,2,4,208,2013-04-09,2013-10-07,5699
5700,20,1,4,2,2,3,495,2012-06-12,2013-10-06,5700
5701,21,0,1,2,3,3,479,2013-03-10,2013-10-07,5701
5702,16,0,1,6,6,5,221,2012-12-10,2013-10-07,5702
5703,42,0,4,1,1,1,97,2013-04-09,2013-10-07,5703
5704,41,1,1,6,1,6,204,2013-03-10,2013-10-07,5704
5705,17,0,2,2,2,1,70,2013-04-07,2013-10-05,5705
5706,19,0,2,6,1,4,76,2013-04-09,2013-10-07,5706
5707,45,0,4,1,2,1,15,2013-04-09,2013-10-07,5707
5708,17,1,2,3,3,2,123,2013-05-09,2013-10-07,5708
5709,20,0,4,1,1,2,563,2013-02-08,2013-10-07,5709
5710,40,0,4,4,4,2,2394,2013-10-04,2013-10-07,5710
5711,11,0,4,3,3,2,19,2013-04-09,2013-10-07,5711
5712,20,1,2,1,1,6,502,2010-04-25,2013-10-07,5712
5713,11,0,4,6,1,6,90,2013-03-10,2013-10-07,5713
5714,23,1,3,5,5,3,74,2013-03-10,2013-10-07,5714
5715,21,1,2,3,3,1,128,2012-06-13,2013-10-07,5715
5716,32,0,4,3,3,4,101,2013-05-09,2013-10-07,5716
5717,48,0,1,3,3,1,54,2013-03-09,2013-10-06,5717
5718,21,0,1,1,1,2,112,2013-03-10,2013-10-07,5718
5719,22,1,4,2,2,2,243,2013-03-09,2013-10-06,5719
5720,27,1,2,4,4,4,19,2013-03-09,2013-10-06,5720
5721,24,0,1,2,2,2,208,2013-03-10,2013-10-07,5721
5722,24,0,4,1,2,3,96,2013-03-10,2013-10-07,5722
5723,23,0,2,6,1,6,267,2013-01-09,2013-10-07,5723
5724,20,1,2,4,5,1,250,2012-08-12,2013-10-07,5724
5725,45,1,1,4,5,6,155,2013-04-09,2013-10-07,5725
5726,32,0,1,6,6,2,124,2013-03-10,2013-10-07,5726
5727,16,0,2,3,4,1,184,2012-09-11,2013-10-07,5727
5728,17,0,4,4,4,4,226,2012-02-14,2013-10-07,5728
5729,23,0,1,5,5,4,315,2012-07-13,2013-10-07,5729
5730,14,0,4,5,6,1,57,2013-04-09,2013-10-07,5730
5731,9,0,1,6,6,6,72,2013-03-09,2013-10-06,5731
5732,17,1,1,6,6,4,155,2013-03-09,2013-10-06,5732
5733,19,0,4,6,6,4,234,2010-06-24,2013-10-07,5733
5734,26,0,2,1,1,1,123,2013-05-09,2013-10-07,5734
5735,15,1,1,3,3,2,81,2013-04-09,2013-10-07,5735
5736,24,0,2,4,5,4,217,2013-02-08,2013-10-07,5736
5737,18,0,1,2,2,3,344,2013-02-08,2013-10-07,5737
5738,16,1,2,6,6,4,436,2013-02-08,2013-10-07,5738
5739,19,1,1,3,3,3,345,2013-02-08,2013-10-07,5739
5740,27,1,1,2,2,5,144,2013-04-09,2013-10-07,5740
5741,25,0,2,6,6,6,155,2013-03-10,2013-10-07,5741
5742,15,1,1,1,1,5,128,2013-05-09,2013-10-07,5742
5743,22,1,1,1,1,5,247,2013-01-09,2013-10-07,5743
5744,39,1,4,1,1,2,87,2013-04-09,2013-10-07,5744
5745,26,1,3,6,6,4,76,2013-03-07,2013-10-04,5745
5746,20,1,1,2,2,3,376,2013-04-09,2013-10-07,5746
5747,20,0,1,6,1,5,141,2011-11-16,2013-10-07,5747
5748,17,0,1,4,4,3,143,2010-09-22,2013-10-07,5748
5749,18,1,2,4,4,5,282,2013-02-07,2013-10-06,5749
5750,35,1,4,3,4,1,234,2013-04-09,2013-10-07,5750
5751,21,0,1,1,2,3,234,2012-08-11,2013-10-06,5751
5752,29,0,4,2,2,1,66,2013-04-09,2013-10-07,5752
5753,22,0,1,6,6,2,2485,2013-10-04,2013-10-07,5753
5754,44,0,4,6,6,3,189,2013-04-09,2013-10-07,5754
5755,12,0,1,3,3,2,95,2013-04-08,2013-10-06,5755
5756,29,0,1,2,2,1,78,2013-01-08,2013-10-06,5756
5757,29,1,2,2,3,2,231,2013-04-09,2013-10-07,5757
5758,37,0,4,6,6,4,207,2013-04-09,2013-10-07,5758
5759,22,1,2,3,4,2,178,2012-10-11,2013-10-07,5759
5760,18,1,1,4,5,5,591,2012-04-14,2013-10-07,5760
5761,25,0,1,5,5,4,534,2013-04-09,2013-10-07,5761
5762,23,0,2,3,3,6,159,2013-03-10,2013-10-07,5762
5763,23,1,1,5,5,5,104,2012-12-09,2013-10-06,5763
5764,23,1,2,4,4,5,21,2013-03-10,2013-10-07,5764
5765,22,0,4,2,2,3,203,2013-01-09,2013-10-07,5765
5766,15,0,2,6,6,2,70,2013-04-07,2013-10-05,5766
5767,16,1,1,2,3,3,190,2013-03-10,2013-10-07,5767
5768,26,1,4,5,5,6,9,2013-03-10,2013-10-07,5768
5769,20,0,1,3,4,2,335,2011-08-17,2013-10-06,5769
5770,25,1,4,6,1,5,69,2013-02-08,2013-10-07,5770
5771,28,0,2,4,4,5,255,2013-03-10,2013-10-07,5771
5772,50,0,1,2,2,2,67,2013-05-09,2013-10-07,5772
5773,15,1,1,1,1,1,234,2013-03-10,2013-10-07,5773
5774,13,0,2,5,5,5,103,2013-05-09,2013-10-07,5774
5775,24,1,1,1,2,2,316,2013-03-10,2013-10-07,5775
5776,22,1,1,1,2,2,52,2013-04-08,2013-10-06,5776
5777,21,1,2,6,1,4,169,2012-03-13,2013-10-05,5777
5778,18,1,2,1,1,4,12,2009-09-27,2013-10-07,5778
5779,21,0,1,3,3,3,398,2010-06-24,2013-10-07,5779
5780,24,1,2,3,3,6,135,2013-03-10,2013-10-07,5780
5781,19,0,2,4,4,6,298,2011-11-16,2013-10-07,5781
5782,20,0,2,1,1,2,678,2010-03-25,2013-10-06,5782
5783,24,1,2,5,5,6,167,2013-04-09,2013-10-07,5783
5784,19,0,2,4,4,4,152,2010-02-24,2013-10-07,5784
5785,19,0,1,6,6,5,242,2011-08-18,2013-10-07,5785
5786,29,0,4,6,6,4,111,2013-03-10,2013-10-07,5786
5787,26,0,2,1,2,4,455,2013-04-09,2013-10-07,5787
5788,21,0,1,2,2,6,209,2013-04-08,2013-10-06,5788
5789,11,1,2,1,1,5,133,2013-03-10,2013-10-07,5789
5790,26,0,2,5,5,1,71,2013-04-09,2013-10-07,5790
5791,17,0,1,5,5,3,508,2012-11-10,2013-10-07,5791
5792,38,1,4,4,4,6,602,2013-10-06,2013-10-07,5792
5793,18,1,4,3,3,1,182,2013-03-10,2013-10-07,5793
5794,21,1,1,5,5,5,254,2011-01-19,2013-10-06,5794
5795,13,1,2,4,4,4,194,2013-04-09,2013-10-07,5795
5796,15,0,1,1,1,4,57,2013-04-09,2013-10-07,5796
5797,26,0,2,6,6,5,33,2013-03-10,2013-10-07,5797
5798,16,1,1,5,5,4,212,2013-04-09,2013-10-07,5798
5799,12,0,1,6,6,4,69,2013-04-09,2013-10-07,5799
5800,15,0,2,4,4,4,68,2013-04-09,2013-10-07,5800
5801,22,1,2,4,5,4,34,2012-12-10,2013-10-07,5801
5802,22,1,1,5,5,5,273,2012-11-10,2013-10-07,5802
5803,23,1,4,5,6,5,116,2010-05-25,2013-10-07,5803
5804,21,1,1,3,3,1,249,2012-01-15,2013-10-07,5804
5805,23,0,2,3,4,1,34,2012-12-10,2013-10-07,5805
5806,10,1,1,4,4,6,252,2013-03-10,2013-10-07,5806
5807,17,1,1,2,2,2,218,2011-08-16,2013-10-05,5807
5808,13,0,2,4,4,4,182,2013-04-09,2013-10-07,5808
5809,17,0,4,2,2,1,140,2013-02-08,2013-10-07,5809
5810,18,0,2,3,4,1,405,2012-12-10,2013-10-07,5810
5811,26,0,3,1,1,3,248,2013-04-09,2013-10-07,5811
5812,26,1,1,3,3,2,574,2013-04-09,2013-10-07,5812
5813,17,0,1,5,5,4,395,2013-02-08,2013-10-07,5813
5814,38,1,1,6,1,5,68,2013-04-09,2013-10-07,5814
5815,26,1,1,2,2,1,54,2013-03-10,2013-10-07,5815
5816,18,1,2,3,4,3,123,2012-08-12,2013-10-07,5816
5817,17,1,2,4,4,4,205,2013-03-10,2013-10-07,5817
5818,18,1,4,6,6,4,286,2012-12-10,2013-10-07,5818
5819,23,1,2,4,4,2,336,2013-03-10,2013-10-07,5819
5820,21,0,4,4,4,4,305,2012-08-11,2013-10-06,5820
5821,17,1,2,4,4,6,131,2013-03-10,2013-10-07,5821
5822,39,0,1,4,4,4,126,2013-02-08,2013-10-07,5822
5823,9,1,4,2,2,3,226,2013-04-09,2013-10-07,5823
5824,20,1,2,6,6,1,349,2013-04-09,2013-10-07,5824
5825,19,0,1,3,3,3,315,2010-02-24,2013-10-07,5825
5826,20,0,1,4,4,5,499,2012-03-15,2013-10-07,5826
5827,25,1,2,5,5,6,356,2013-04-09,2013-10-07,5827
5828,22,0,4,6,1,4,348,2009-09-27,2013-10-07,5828
5829,30,0,4,2,2,5,367,2013-04-09,2013-10-07,5829
5830,20,0,2,2,2,3,212,2011-01-20,2013-10-07,5830
5831,31,1,1,4,5,4,338,2013-04-09,2013-10-07,5831
5832,21,0,1,1,1,1,225,2010-12-21,2013-10-07,5832
5833,23,0,4,3,3,2,133,2013-03-10,2013-10-07,5833
5834,38,0,4,6,6,6,133,2013-04-09,2013-10-07,5834
5835,27,0,4,2,2,2,99,2013-05-09,2013-10-07,5835
5836,18,0,2,6,1,6,196,2013-02-08,2013-10-07,5836
5837,16,1,4,2,2,1,67,2013-01-09,2013-10-07,5837
5838,21,0,2,6,6,5,136,2010-10-22,2013-10-07,5838
5839,27,0,1,6,6,6,626,2013-04-09,2013-10-07,5839
5840,20,0,1,6,1,1,104,2012-12-10,2013-10-07,5840
5841,40,0,1,1,1,3,139,2013-05-09,2013-10-07,5841
5842,19,0,2,2,2,2,147,2011-08-18,2013-10-07,5842
5843,22,1,4,6,6,3,312,2013-04-09,2013-10-07,5843
5844,17,0,1,2,3,5,197,2010-02-24,2013-10-07,5844
5845,18,0,1,3,3,1,287,2013-03-10,2013-10-07,5845
5846,18,1,2,5,6,6,74,2013-03-09,2013-10-06,5846
5847,24,0,1,4,4,5,100,2013-03-10,2013-10-07,5847
5848,17,0,2,4,5,6,1793,2013-10-05,2013-10-07,5848
5849,15,1,4,5,5,4,169,2013-04-09,2013-10-07,5849
5850,21,0,2,1,1,3,54,2010-03-26,2013-10-07,5850
5851,19,1,1,5,5,5,150,2012-01-13,2013-10-05,5851
5852,21,1,2,5,5,5,270,2011-06-19,2013-10-07,5852
5853,19,0,4,6,1,5,106,2013-04-09,2013-10-07,5853
5854,34,1,1,4,5,4,184,2013-04-08,2013-10-06,5854
5855,27,0,4,5,5,6,129,2013-03-10,2013-10-07,5855
5856,24,1,2,1,2,5,191,2013-01-09,2013-10-07,5856
5857,17,1,2,5,5,6,39,2013-04-09,2013-10-07,5857
5858,10,1,4,5,5,4,291,2013-02-08,2013-10-07,5858
5859,50,0,4,5,6,4,160,2013-02-08,2013-10-07,5859
5860,15,0,4,4,4,5,68,2013-02-08,2013-10-07,5860
5861,17,1,1,5,5,4,40,2013-03-08,2013-10-05,5861
5862,24,1,1,6,6,1,232,2012-07-13,2013-10-07,5862
5863,23,1,2,2,2,2,150,2009-11-26,2013-10-07,5863
5864,22,0,1,4,5,4,125,2012-06-13,2013-10-07,5864
5865,23,0,2,5,5,6,206,2013-03-10,2013-10-07,5865
5866,25,1,2,6,6,4,59,2013-03-10,2013-10-07,5866
5867,13,1,2,4,5,2,78,2013-03-09,2013-10-06,5867
5868,18,1,1,4,4,6,149,2013-02-07,2013-10-06,5868
5869,18,1,4,5,5,6,306,2012-08-12,2013-10-07,5869
5870,24,1,1,2,2,6,292,2013-02-08,2013-10-07,5870
5871,28,1,2,5,5,3,82,2013-04-09,2013-10-07,5871
5872,32,0,4,5,5,3,231,2013-03-10,2013-10-07,5872
5873,13,0,1,5,6,4,100,2013-04-08,2013-10-06,5873
5874,37,1,4,1,1,5,94,2011-12-16,2013-10-07,5874
5875,16,0,1,4,4,5,256,2013-03-10,2013-10-07,5875
5876,18,0,4,4,4,6,494,2013-03-10,2013-10-07,5876
5877,22,1,2,4,5,6,442,2013-01-08,2013-10-06,5877
5878,18,0,1,4,4,6,498,2012-09-11,2013-10-07,5878
5879,30,1,1,3,3,2,294,2013-05-09,2013-10-07,5879
5880,24,1,2,5,5,4,125,2013-04-09,2013-10-07,5880
5881,23,0,1,5,6,6,71,2012-12-10,2013-10-07,5881
5882,16,0,1,5,5,3,254,2013-03-10,2013-10-07,5882
5883,19,1,1,2,2,1,254,2009-09-27,2013-10-07,5883
5884,17,1,2,5,5,6,1515,2013-10-04,2013-10-07,5884
5885,29,0,2,3,3,1,245,2013-04-09,2013-10-07,5885
5886,25,0,4,2,2,2,60,2013-04-08,2013-10-06,5886
5887,21,1,2,2,3,1,167,2011-06-19,2013-10-07,5887
5888,18,0,1,6,6,4,439,2012-12-10,2013-10-07,5888
5889,17,0,2,4,4,6,219,2013-03-09,2013-10-06,5889
5890,36,1,4,2,3,2,76,2013-04-07,2013-10-05,5890
5891,18,0,4,2,2,1,350,2012-10-11,2013-10-07,5891
5892,13,0,1,2,2,5,47,2013-02-07,2013-10-06,5892
5893,21,0,2,3,4,1,226,2012-07-13,2013-10-07,5893
5894,24,1,1,4,4,3,121,2013-04-09,2013-10-07,5894
5895,33,0,4,6,6,5,54,2013-04-06,2013-10-04,5895
5896,18,0,2,2,2,2,741,2013-02-08,2013-10-07,5896
5897,12,0,4,1,2,1,108,2013-04-09,2013-10-07,5897
5898,28,0,4,1,1,3,311,2013-06-08,2013-10-07,5898
5899,19,1,2,4,5,5,429,2010-08-23,2013-10-07,5899
5900,23,1,2,3,4,1,40,2013-01-08,2013-10-06,5900
5901,19,1,2,1,1,3,281,2013-04-09,2013-10-07,5901
5902,14,1,1,2,2,2,73,2013-03-10,2013-10-07,5902
5903,15,1,2,1,2,1,265,2013-05-09,2013-10-07,5903
5904,19,0,1,6,6,5,270,2012-10-11,2013-10-07,5904
5905,28,0,1,3,3,3,577,2013-04-09,2013-10-07,5905
5906,30,0,4,4,4,5,53,2013-04-09,2013-10-07,5906
5907,12,1,4,1,1,6,163,2013-04-09,2013-10-07,5907
5908,24,0,1,4,4,6,58,2013-04-09,2013-10-07,5908
5909,20,1,1,2,2,5,304,2010-06-24,2013-10-07,5909
5910,24,0,4,6,6,4,246,2013-02-08,2013-10-07,5910
5911,29,1,2,5,5,5,85,2013-02-08,2013-10-07,5911
5912,25,1,1,3,3,3,248,2013-04-08,2013-10-06,5912
5913,16,1,2,3,3,5,22,2013-04-07,2013-10-05,5913
5914,21,1,1,3,3,2,276,2012-07-13,2013-10-07,5914
5915,25,0,1,6,6,5,82,2013-04-09,2013-10-07,5915
5916,20,1,2,5,6,6,192,2012-12-10,2013-10-07,5916
5917,9,1,1,2,2,3,31,2013-04-08,2013-10-06,5917
5918,40,1,4,1,1,4,191,2013-04-08,2013-10-06,5918
5919,25,0,2,2,2,1,73,2013-03-09,2013-10-06,5919
5920,27,0,3,6,6,5,168,2013-05-09,2013-10-07,5920
5921,27,0,3,1,1,2,78,2013-04-09,2013-10-07,5921
5922,18,0,1,1,2,2,336,2013-05-09,2013-10-07,5922
5923,33,1,4,3,3,2,3577,2013-10-02,2013-10-07,5923
5924,16,1,2,6,6,4,98,2013-04-09,2013-10-07,5924
5925,16,0,1,5,5,4,629,2013-02-08,2013-10-07,5925
5926,19,0,1,6,6,5,139,2012-07-13,2013-10-07,5926
5927,16,0,2,3,3,2,279,2013-03-10,2013-10-07,5927
5928,22,1,2,1,1,3,345,2013-05-08,2013-10-06,5928
5929,19,1,1,5,5,4,346,2010-08-23,2013-10-07,5929
5930,23,0,2,6,6,4,252,2013-01-09,2013-10-07,5930
5931,50,1,4,6,6,6,22,2013-04-09,2013-10-07,5931
5932,13,0,4,4,4,4,193,2013-04-09,2013-10-07,5932
5933,26,1,4,1,1,2,430,2013-03-10,2013-10-07,5933
5934,23,0,2,1,1,3,27,2013-01-09,2013-10-07,5934
5935,18,1,1,6,1,6,450,2013-01-09,2013-10-07,5935
5936,41,0,1,4,4,4,366,2013-04-09,2013-10-07,5936
5937,20,1,2,2,3,1,262,2012-01-14,2013-10-06,5937
5938,50,1,1,6,6,1,186,2013-04-09,2013-10-07,5938
5939,26,1,3,3,3,2,158,2013-04-08,2013-10-06,5939
5940,49,1,4,5,5,4,138,2013-04-09,2013-10-07,5940
5941,20,0,2,1,1,2,275,2013-03-10,2013-10-07,5941
